Gene stable ID	Gene stable ID version	NCBI gene (formerly Entrezgene) ID	Gene name	HGNC symbol	UniProtKB/Swiss-Prot ID
ENSG00000198888	ENSG00000198888.2	4535	MT-ND1	MT-ND1	P03886
ENSG00000198763	ENSG00000198763.3	4536	MT-ND2	MT-ND2	P03891
ENSG00000198804	ENSG00000198804.2	4512	MT-CO1	MT-CO1	P00395
ENSG00000198712	ENSG00000198712.1	4513	MT-CO2	MT-CO2	P00403
ENSG00000228253	ENSG00000228253.1	4509	MT-ATP8	MT-ATP8	P03928
ENSG00000198899	ENSG00000198899.2	4508	MT-ATP6	MT-ATP6	P00846
ENSG00000198938	ENSG00000198938.2	4514	MT-CO3	MT-CO3	P00414
ENSG00000198840	ENSG00000198840.2	4537	MT-ND3	MT-ND3	P03897
ENSG00000212907	ENSG00000212907.2	4539	MT-ND4L	MT-ND4L	P03901
ENSG00000198886	ENSG00000198886.2	4538	MT-ND4	MT-ND4	P03905
ENSG00000198786	ENSG00000198786.2	4540	MT-ND5	MT-ND5	P03915
ENSG00000198695	ENSG00000198695.2	4541	MT-ND6	MT-ND6	P03923
ENSG00000198727	ENSG00000198727.2	4519	MT-CYB	MT-CYB	P00156
ENSG00000277400	ENSG00000277400.1	128966690			Q8WZ33
ENSG00000268674	ENSG00000268674.2	124905699			P0DMU3
ENSG00000268674	ENSG00000268674.2	124905693			P0DMU3
ENSG00000268674	ENSG00000268674.2	124905556			P0DMU3
ENSG00000268674	ENSG00000268674.2	124903857			P0DMU3
ENSG00000275063	ENSG00000275063.1	102723407			P0DP08
ENSG00000288499	ENSG00000288499.1	56975	FAM20C	FAM20C	Q8IXL6
ENSG00000288297	ENSG00000288297.1	641700	ECSCR	ECSCR	Q19T08
ENSG00000288274	ENSG00000288274.1	111064649	SMIM33	SMIM33	A0A1B0GW64
ENSG00000288243	ENSG00000288243.1	340061	STING1	STING1	Q86WV6
ENSG00000262647	ENSG00000262647.3	283189	OR9G4	OR9G4	Q8NGQ1
ENSG00000169789	ENSG00000169789.10	9081	PRY	PRY	O14603
ENSG00000114374	ENSG00000114374.13	64595	USP9Y	USP9Y	O00507
ENSG00000114374	ENSG00000114374.13	8287	USP9Y	USP9Y	O00507
ENSG00000288263	ENSG00000288263.1	6011	GRK1	GRK1	Q15835
ENSG00000169807	ENSG00000169807.10	442862	PRY2	PRY2	O14603
ENSG00000198692	ENSG00000198692.10	9086	EIF1AY	EIF1AY	O14602
ENSG00000183753	ENSG00000183753.10	9083	BPY2	BPY2	O14599
ENSG00000236424	ENSG00000236424.7	128966655	TSPY10	TSPY10	P0CW01
ENSG00000236424	ENSG00000236424.7	128966647	TSPY10	TSPY10	P0CW01
ENSG00000236424	ENSG00000236424.7	128966599	TSPY10	TSPY10	P0CW01
ENSG00000236424	ENSG00000236424.7	128966595	TSPY10	TSPY10	P0CW01
ENSG00000236424	ENSG00000236424.7	124909318	TSPY10	TSPY10	P0CW01
ENSG00000236424	ENSG00000236424.7	124909306	TSPY10	TSPY10	P0CW01
ENSG00000236424	ENSG00000236424.7	124909294	TSPY10	TSPY10	P0CW01
ENSG00000236424	ENSG00000236424.7	124909197	TSPY10	TSPY10	P0CW01
ENSG00000236424	ENSG00000236424.7	124909093	TSPY10	TSPY10	P0CW01
ENSG00000236424	ENSG00000236424.7	124908981	TSPY10	TSPY10	P0CW01
ENSG00000236424	ENSG00000236424.7	124908980	TSPY10	TSPY10	P0CW01
ENSG00000236424	ENSG00000236424.7	124908979	TSPY10	TSPY10	P0CW01
ENSG00000236424	ENSG00000236424.7	124908978	TSPY10	TSPY10	P0CW01
ENSG00000236424	ENSG00000236424.7	124905630	TSPY10	TSPY10	P0CW01
ENSG00000236424	ENSG00000236424.7	124905629	TSPY10	TSPY10	P0CW01
ENSG00000236424	ENSG00000236424.7	124905628	TSPY10	TSPY10	P0CW01
ENSG00000236424	ENSG00000236424.7	124905627	TSPY10	TSPY10	P0CW01
ENSG00000236424	ENSG00000236424.7	124905626	TSPY10	TSPY10	P0CW01
ENSG00000236424	ENSG00000236424.7	124905625	TSPY10	TSPY10	P0CW01
ENSG00000236424	ENSG00000236424.7	124905624	TSPY10	TSPY10	P0CW01
ENSG00000236424	ENSG00000236424.7	124905621	TSPY10	TSPY10	P0CW01
ENSG00000236424	ENSG00000236424.7	124905620	TSPY10	TSPY10	P0CW01
ENSG00000236424	ENSG00000236424.7	124905619	TSPY10	TSPY10	P0CW01
ENSG00000236424	ENSG00000236424.7	124905618	TSPY10	TSPY10	P0CW01
ENSG00000236424	ENSG00000236424.7	124905617	TSPY10	TSPY10	P0CW01
ENSG00000236424	ENSG00000236424.7	124905616	TSPY10	TSPY10	P0CW01
ENSG00000236424	ENSG00000236424.7	124905615	TSPY10	TSPY10	P0CW01
ENSG00000236424	ENSG00000236424.7	124905614	TSPY10	TSPY10	P0CW01
ENSG00000236424	ENSG00000236424.7	100289087	TSPY10	TSPY10	P0CW01
ENSG00000236424	ENSG00000236424.7	728137	TSPY10	TSPY10	P0CW01
ENSG00000258992	ENSG00000258992.7	128966656	TSPY1	TSPY1	Q01534
ENSG00000258992	ENSG00000258992.7	128966655	TSPY1	TSPY1	Q01534
ENSG00000258992	ENSG00000258992.7	128966647	TSPY1	TSPY1	Q01534
ENSG00000258992	ENSG00000258992.7	128966599	TSPY1	TSPY1	Q01534
ENSG00000258992	ENSG00000258992.7	128966595	TSPY1	TSPY1	Q01534
ENSG00000258992	ENSG00000258992.7	124909330	TSPY1	TSPY1	Q01534
ENSG00000258992	ENSG00000258992.7	124909320	TSPY1	TSPY1	Q01534
ENSG00000258992	ENSG00000258992.7	124909318	TSPY1	TSPY1	Q01534
ENSG00000258992	ENSG00000258992.7	124909306	TSPY1	TSPY1	Q01534
ENSG00000258992	ENSG00000258992.7	124909294	TSPY1	TSPY1	Q01534
ENSG00000258992	ENSG00000258992.7	124909084	TSPY1	TSPY1	Q01534
ENSG00000258992	ENSG00000258992.7	124909015	TSPY1	TSPY1	Q01534
ENSG00000258992	ENSG00000258992.7	124908988	TSPY1	TSPY1	Q01534
ENSG00000258992	ENSG00000258992.7	124908981	TSPY1	TSPY1	Q01534
ENSG00000258992	ENSG00000258992.7	124908980	TSPY1	TSPY1	Q01534
ENSG00000258992	ENSG00000258992.7	124908979	TSPY1	TSPY1	Q01534
ENSG00000258992	ENSG00000258992.7	124908978	TSPY1	TSPY1	Q01534
ENSG00000258992	ENSG00000258992.7	124905629	TSPY1	TSPY1	Q01534
ENSG00000258992	ENSG00000258992.7	124905628	TSPY1	TSPY1	Q01534
ENSG00000258992	ENSG00000258992.7	124905627	TSPY1	TSPY1	Q01534
ENSG00000258992	ENSG00000258992.7	124905626	TSPY1	TSPY1	Q01534
ENSG00000258992	ENSG00000258992.7	124905625	TSPY1	TSPY1	Q01534
ENSG00000258992	ENSG00000258992.7	124905624	TSPY1	TSPY1	Q01534
ENSG00000258992	ENSG00000258992.7	124905623	TSPY1	TSPY1	Q01534
ENSG00000258992	ENSG00000258992.7	124905621	TSPY1	TSPY1	Q01534
ENSG00000258992	ENSG00000258992.7	124905620	TSPY1	TSPY1	Q01534
ENSG00000258992	ENSG00000258992.7	124905619	TSPY1	TSPY1	Q01534
ENSG00000258992	ENSG00000258992.7	124905618	TSPY1	TSPY1	Q01534
ENSG00000258992	ENSG00000258992.7	124905617	TSPY1	TSPY1	Q01534
ENSG00000258992	ENSG00000258992.7	124905616	TSPY1	TSPY1	Q01534
ENSG00000258992	ENSG00000258992.7	124905615	TSPY1	TSPY1	Q01534
ENSG00000258992	ENSG00000258992.7	124905614	TSPY1	TSPY1	Q01534
ENSG00000258992	ENSG00000258992.7	728403	TSPY1	TSPY1	Q01534
ENSG00000258992	ENSG00000258992.7	728137	TSPY1	TSPY1	Q01534
ENSG00000258992	ENSG00000258992.7	64591	TSPY1	TSPY1	Q01534
ENSG00000258992	ENSG00000258992.7	7258	TSPY1	TSPY1	Q01534
ENSG00000244395	ENSG00000244395.6	378949	RBMY1D	RBMY1D	P0C7P1
ENSG00000169953	ENSG00000169953.12	159119	HSFY2	HSFY2	Q96LI6
ENSG00000012817	ENSG00000012817.16	8284	KDM5D	KDM5D	Q9BY66
ENSG00000172468	ENSG00000172468.14	159119	HSFY1	HSFY1	Q96LI6
ENSG00000172468	ENSG00000172468.14	86614	HSFY1	HSFY1	Q96LI6
ENSG00000176679	ENSG00000176679.9	90655	TGIF2LY	TGIF2LY	Q8IUE0
ENSG00000169800	ENSG00000169800.14	378951	RBMY1F	RBMY1F	Q15415
ENSG00000169800	ENSG00000169800.14	159163	RBMY1F	RBMY1F	Q15415
ENSG00000182415	ENSG00000182415.11	9426	CDY2A	CDY2A	Q9Y6F7
ENSG00000185894	ENSG00000185894.8	442868	BPY2C	BPY2C	O14599
ENSG00000205916	ENSG00000205916.12	57135	DAZ4	DAZ4	Q86SG3
ENSG00000129873	ENSG00000129873.8	203611	CDY2B	CDY2B	Q9Y6F7
ENSG00000184895	ENSG00000184895.8	6736	SRY	SRY	Q05066
ENSG00000129824	ENSG00000129824.16	6192	RPS4Y1	RPS4Y1	P22090
ENSG00000284255	ENSG00000284255.1	283093	OR4C12	OR4C12	Q96R67
ENSG00000292249	ENSG00000292249.1	403257	OR4C45		A6NMZ5
ENSG00000067646	ENSG00000067646.12	7544	ZFY	ZFY	P08048
ENSG00000067048	ENSG00000067048.17	8653	DDX3Y	DDX3Y	O15523
ENSG00000183878	ENSG00000183878.16	7404	UTY	UTY	O14607
ENSG00000285070	ENSG00000285070.2	79602	ADIPOR2	ADIPOR2	Q86V24
ENSG00000284953	ENSG00000284953.2	93589	CACNA2D4	CACNA2D4	Q7Z3S7
ENSG00000285383	ENSG00000285383.2	654429	LRTM2	LRTM2	Q8N967
ENSG00000284850	ENSG00000284850.2	196513	DCP1B	DCP1B	Q8IZD4
ENSG00000285479	ENSG00000285479.3	100874369	CACNA1C	CACNA1C	Q13936
ENSG00000285479	ENSG00000285479.3	775	CACNA1C	CACNA1C	Q13936
ENSG00000154620	ENSG00000154620.6	9087	TMSB4Y	TMSB4Y	O14604
ENSG00000129864	ENSG00000129864.7	9084	VCY	VCY	O14598
ENSG00000187191	ENSG00000187191.16	57054	DAZ3	DAZ3	Q9NR90
ENSG00000188120	ENSG00000188120.16	1617	DAZ1	DAZ1	Q9NQZ3
ENSG00000099721	ENSG00000099721.16	266	AMELY	AMELY	Q99218
ENSG00000092377	ENSG00000092377.15	90665	TBL1Y	TBL1Y	Q9BQ87
ENSG00000205944	ENSG00000205944.12	57055	DAZ2	DAZ2	Q13117
ENSG00000168757	ENSG00000168757.13	64591	TSPY2	TSPY2	A6NKD2
ENSG00000242389	ENSG00000242389.9	378950	RBMY1E	RBMY1E	A6NEQ0
ENSG00000165246	ENSG00000165246.15	22829	NLGN4Y	NLGN4Y	Q8NFZ3
ENSG00000281230	ENSG00000281230.3	56256	SERTAD4	SERTAD4	Q9NUC0
ENSG00000280680	ENSG00000280680.3	55733	HHAT	HHAT	Q5VTY9
ENSG00000129862	ENSG00000129862.7	353513	VCY1B	VCY1B	O14598
ENSG00000280969	ENSG00000280969.2	140032	RPS4Y2	RPS4Y2	Q8TD47
ENSG00000099715	ENSG00000099715.15	83259	PCDH11Y	PCDH11Y	Q9BZA8
ENSG00000099715	ENSG00000099715.15	27328	PCDH11Y	PCDH11Y	Q9BZA8
ENSG00000172352	ENSG00000172352.5	253175	CDY1B	CDY1B	Q9Y6F8
ENSG00000183795	ENSG00000183795.8	442867	BPY2B	BPY2B	O14599
ENSG00000172288	ENSG00000172288.8	9085	CDY1	CDY1	Q9Y6F8
ENSG00000226941	ENSG00000226941.9	378951	RBMY1J	RBMY1J	Q15415
ENSG00000238074	ENSG00000238074.6	128966591	TSPY9	TSPY9	A0A494C1R9
ENSG00000238074	ENSG00000238074.6	124909332	TSPY9	TSPY9	A0A494C1R9
ENSG00000238074	ENSG00000238074.6	124909329	TSPY9	TSPY9	A0A494C1R9
ENSG00000238074	ENSG00000238074.6	124909317	TSPY9	TSPY9	A0A494C1R9
ENSG00000238074	ENSG00000238074.6	124909305	TSPY9	TSPY9	A0A494C1R9
ENSG00000238074	ENSG00000238074.6	124905627	TSPY9	TSPY9	A0A494C1R9
ENSG00000238074	ENSG00000238074.6	124905618	TSPY9	TSPY9	A0A494C1R9
ENSG00000238074	ENSG00000238074.6	124905614	TSPY9	TSPY9	A0A494C1R9
ENSG00000238074	ENSG00000238074.6	124905613	TSPY9	TSPY9	A0A494C1R9
ENSG00000238074	ENSG00000238074.6	728132	TSPY9	TSPY9	A0A494C1R9
ENSG00000238074	ENSG00000238074.6	7258	TSPY9	TSPY9	A0A494C1R9
ENSG00000242875	ENSG00000242875.7	378948	RBMY1B	RBMY1B	A6NDE4
ENSG00000234414	ENSG00000234414.8	378949	RBMY1A1	RBMY1A1	P0DJD3
ENSG00000234414	ENSG00000234414.8	5940	RBMY1A1	RBMY1A1	P0DJD3
ENSG00000284765	ENSG00000284765.2	90668	CARMIL3	CARMIL3	Q8ND23
ENSG00000285221	ENSG00000285221.1	9362	CPNE6	CPNE6	O95741
ENSG00000285493	ENSG00000285493.3	4901	NRL	NRL	P54845
ENSG00000285241	ENSG00000285241.2	5106	PCK2	PCK2	Q16822
ENSG00000284796	ENSG00000284796.3	80344	DCAF11	DCAF11	Q8TEB1
ENSG00000285321	ENSG00000285321.1	161247	FITM1	FITM1	A5D6W6
ENSG00000284916	ENSG00000284916.2	5720	PSME1	PSME1	Q06323
ENSG00000285377	ENSG00000285377.2	51016	EMC9	EMC9	Q9Y3B6
ENSG00000284889	ENSG00000284889.2	5721	PSME2	PSME2	Q9UL46
ENSG00000233803	ENSG00000233803.9	124909329	TSPY4	TSPY4	P0CV99
ENSG00000233803	ENSG00000233803.9	124909305	TSPY4	TSPY4	P0CV99
ENSG00000233803	ENSG00000233803.9	124909293	TSPY4	TSPY4	P0CV99
ENSG00000233803	ENSG00000233803.9	124905618	TSPY4	TSPY4	P0CV99
ENSG00000233803	ENSG00000233803.9	124905613	TSPY4	TSPY4	P0CV99
ENSG00000233803	ENSG00000233803.9	124905612	TSPY4	TSPY4	P0CV99
ENSG00000233803	ENSG00000233803.9	728395	TSPY4	TSPY4	P0CV99
ENSG00000233803	ENSG00000233803.9	7258	TSPY4	TSPY4	P0CV99
ENSG00000285152	ENSG00000285152.2	55072	RNF31	RNF31	Q96EP0
ENSG00000229549	ENSG00000229549.9	128966656	TSPY8	TSPY8	P0CW00
ENSG00000229549	ENSG00000229549.9	124908988	TSPY8	TSPY8	P0CW00
ENSG00000229549	ENSG00000229549.9	728403	TSPY8	TSPY8	P0CW00
ENSG00000285048	ENSG00000285048.2	10379	IRF9	IRF9	Q00978
ENSG00000228927	ENSG00000228927.10	128966655	TSPY3	TSPY3	P0CV98
ENSG00000228927	ENSG00000228927.10	128966647	TSPY3	TSPY3	P0CV98
ENSG00000228927	ENSG00000228927.10	128966599	TSPY3	TSPY3	P0CV98
ENSG00000228927	ENSG00000228927.10	128966595	TSPY3	TSPY3	P0CV98
ENSG00000228927	ENSG00000228927.10	124909330	TSPY3	TSPY3	P0CV98
ENSG00000228927	ENSG00000228927.10	124909320	TSPY3	TSPY3	P0CV98
ENSG00000228927	ENSG00000228927.10	124909318	TSPY3	TSPY3	P0CV98
ENSG00000228927	ENSG00000228927.10	124909306	TSPY3	TSPY3	P0CV98
ENSG00000228927	ENSG00000228927.10	124909294	TSPY3	TSPY3	P0CV98
ENSG00000228927	ENSG00000228927.10	124909197	TSPY3	TSPY3	P0CV98
ENSG00000228927	ENSG00000228927.10	124908981	TSPY3	TSPY3	P0CV98
ENSG00000228927	ENSG00000228927.10	124908980	TSPY3	TSPY3	P0CV98
ENSG00000228927	ENSG00000228927.10	124908979	TSPY3	TSPY3	P0CV98
ENSG00000228927	ENSG00000228927.10	124908978	TSPY3	TSPY3	P0CV98
ENSG00000228927	ENSG00000228927.10	124905629	TSPY3	TSPY3	P0CV98
ENSG00000228927	ENSG00000228927.10	124905628	TSPY3	TSPY3	P0CV98
ENSG00000228927	ENSG00000228927.10	124905627	TSPY3	TSPY3	P0CV98
ENSG00000228927	ENSG00000228927.10	124905626	TSPY3	TSPY3	P0CV98
ENSG00000228927	ENSG00000228927.10	124905625	TSPY3	TSPY3	P0CV98
ENSG00000228927	ENSG00000228927.10	124905624	TSPY3	TSPY3	P0CV98
ENSG00000228927	ENSG00000228927.10	124905621	TSPY3	TSPY3	P0CV98
ENSG00000228927	ENSG00000228927.10	124905620	TSPY3	TSPY3	P0CV98
ENSG00000228927	ENSG00000228927.10	124905619	TSPY3	TSPY3	P0CV98
ENSG00000228927	ENSG00000228927.10	124905618	TSPY3	TSPY3	P0CV98
ENSG00000228927	ENSG00000228927.10	124905617	TSPY3	TSPY3	P0CV98
ENSG00000228927	ENSG00000228927.10	124905616	TSPY3	TSPY3	P0CV98
ENSG00000228927	ENSG00000228927.10	124905615	TSPY3	TSPY3	P0CV98
ENSG00000228927	ENSG00000228927.10	124905614	TSPY3	TSPY3	P0CV98
ENSG00000228927	ENSG00000228927.10	100289087	TSPY3	TSPY3	P0CV98
ENSG00000228927	ENSG00000228927.10	728137	TSPY3	TSPY3	P0CV98
ENSG00000285007	ENSG00000285007.2	9985	REC8	REC8	O95072
ENSG00000285248	ENSG00000285248.2	79711	IPO4	IPO4	Q8TEX9
ENSG00000285465	ENSG00000285465.2	10548	TM9SF1	TM9SF1	O15321
ENSG00000285140	ENSG00000285140.2	283629	TSSK4	TSSK4	Q6SA08
ENSG00000285302	ENSG00000285302.5	29082	CHMP4A	CHMP4A	Q9BY43
ENSG00000285200	ENSG00000285200.2	145553	MDP1	MDP1	Q86V88
ENSG00000285246	ENSG00000285246.2	4738	NEDD8	NEDD8	Q15843
ENSG00000284752	ENSG00000284752.3	51292	GMPR2	GMPR2	Q9P2T1
ENSG00000284915	ENSG00000284915.3	26277	TINF2	TINF2	Q9BSI4
ENSG00000285348	ENSG00000285348.2	7051	TGM1	TGM1	P22735
ENSG00000285193	ENSG00000285193.1	5875	RABGGTA	RABGGTA	Q92696
ENSG00000284868	ENSG00000284868.2	115817	DHRS1	DHRS1	Q96LJ7
ENSG00000285326	ENSG00000285326.3	161424	NOP9	NOP9	Q86U38
ENSG00000285199	ENSG00000285199.1	27141	CIDEB	CIDEB	Q9UHD4
ENSG00000285203	ENSG00000285203.2	56413	LTB4R2	LTB4R2	Q9NPC1
ENSG00000285456	ENSG00000285456.2	1241	LTB4R	LTB4R	Q15722
ENSG00000284814	ENSG00000284814.1	196883	ADCY4	ADCY4	Q8NFM4
ENSG00000285379	ENSG00000285379.2	11035	RIPK3	RIPK3	Q9Y572
ENSG00000285485	ENSG00000285485.2	4776	NFATC4	NFATC4	Q14934
ENSG00000284807	ENSG00000284807.3	10901	DHRS4	DHRS4	Q9BTZ2
ENSG00000280774	ENSG00000280774.2	342900	LEUTX	LEUTX	A8MZ59
ENSG00000281320	ENSG00000281320.3	9149	DYRK1B	DYRK1B	Q9Y463
ENSG00000280548	ENSG00000280548.4	2091	FBL	FBL	P22087
ENSG00000281221	ENSG00000281221.3	5704	PSMC4	PSMC4	P43686
ENSG00000281526	ENSG00000281526.3	339327	ZNF546	ZNF546	Q86UE3
ENSG00000281601	ENSG00000281601.5	163131	ZNF780B	ZNF780B	Q9Y6R6
ENSG00000280568	ENSG00000280568.2	284323	ZNF780A	ZNF780A	O75290
ENSG00000281123	ENSG00000281123.5	8857	FCGBP	FCGBP	Q9Y6R7
ENSG00000285435	ENSG00000285435.3	8290	H3-4	H3-4	Q16695
ENSG00000284841	ENSG00000284841.1	92815	H2AC25	H2AC25	Q7L7L0
ENSG00000285449	ENSG00000285449.1	128312	H2BC26	H2BC26	Q8N257
ENSG00000285426	ENSG00000285426.4	149603	RNF187	RNF187	Q5TA31
ENSG00000284984	ENSG00000284984.2	58480	RHOU	RHOU	Q7L0Q8
ENSG00000280584	ENSG00000280584.3	29989	OBP2B	OBP2B	Q9NPH6
ENSG00000281309	ENSG00000281309.2	6838	SURF6	SURF6	O75683
ENSG00000281022	ENSG00000281022.3	6837	MED22	MED22	Q15528
ENSG00000280858	ENSG00000280858.3	6130	RPL7A	RPL7A	P62424
ENSG00000280627	ENSG00000280627.3	6834	SURF1	SURF1	Q15526
ENSG00000281024	ENSG00000281024.3	6835	SURF2	SURF2	Q15527
ENSG00000280951	ENSG00000280951.3	6836	SURF4	SURF4	O15260
ENSG00000281245	ENSG00000281245.2	169436	STKLD1	STKLD1	Q8NE28
ENSG00000280706	ENSG00000280706.3	57109	REXO4	REXO4	Q9GZR2
ENSG00000281244	ENSG00000281244.2	11093	ADAMTS13	ADAMTS13	Q76LX8
ENSG00000280479	ENSG00000280479.2	11094	CACFD1	CACFD1	Q9UGQ2
ENSG00000281165	ENSG00000281165.3	11182	SLC2A6	SLC2A6	Q9UGQ3
ENSG00000285063	ENSG00000285063.1	448831	FRG2	FRG2	Q64ET8
ENSG00000283153	ENSG00000283153.2	2483	FRG1	FRG1	Q14331
ENSG00000283949	ENSG00000283949.3	124906466	DUX4	DUX4	Q9UBX2
ENSG00000283949	ENSG00000283949.3	124906465	DUX4	DUX4	Q9UBX2
ENSG00000283949	ENSG00000283949.3	124906464	DUX4	DUX4	Q9UBX2
ENSG00000283949	ENSG00000283949.3	124906463	DUX4	DUX4	Q9UBX2
ENSG00000283949	ENSG00000283949.3	124906462	DUX4	DUX4	Q9UBX2
ENSG00000283949	ENSG00000283949.3	124906461	DUX4	DUX4	Q9UBX2
ENSG00000283949	ENSG00000283949.3	124906460	DUX4	DUX4	Q9UBX2
ENSG00000283949	ENSG00000283949.3	124906459	DUX4	DUX4	Q9UBX2
ENSG00000283949	ENSG00000283949.3	124906458	DUX4	DUX4	Q9UBX2
ENSG00000283949	ENSG00000283949.3	124906457	DUX4	DUX4	Q9UBX2
ENSG00000283949	ENSG00000283949.3	124906456	DUX4	DUX4	Q9UBX2
ENSG00000283949	ENSG00000283949.3	124906454	DUX4	DUX4	Q9UBX2
ENSG00000283949	ENSG00000283949.3	124906453	DUX4	DUX4	Q9UBX2
ENSG00000283949	ENSG00000283949.3	124906452	DUX4	DUX4	Q9UBX2
ENSG00000283949	ENSG00000283949.3	100288687	DUX4	DUX4	Q9UBX2
ENSG00000291474	ENSG00000291474.1	122455339	C8orf90	C8orf90	A0A2R8Y2Y2
ENSG00000291473	ENSG00000291473.2	389690	MROH5	MROH5	Q6ZUA9
ENSG00000281877	ENSG00000281877.3	6195	RPS6KA1	RPS6KA1	Q15418
ENSG00000283781	ENSG00000283781.1	8711	TNK1	TNK1	Q13470
ENSG00000284009	ENSG00000284009.2	57048	PLSCR3	PLSCR3	Q9NRY6
ENSG00000283771	ENSG00000283771.2	254863	TMEM256	TMEM256	Q8N2U0
ENSG00000283859	ENSG00000283859.2	57555	NLGN2	NLGN2	Q8NFZ4
ENSG00000284598	ENSG00000284598.2	374768	SPEM1	SPEM1	Q8N4L4
ENSG00000283714	ENSG00000283714.2	201243	SPEM2	SPEM2	Q0P670
ENSG00000284090	ENSG00000284090.4	107983988	SPEM3	SPEM3	A0A1B0GUW6
ENSG00000284228	ENSG00000284228.2	284114	TMEM102	TMEM102	Q8N9M5
ENSG00000283903	ENSG00000283903.2	2256	FGF11	FGF11	Q92914
ENSG00000283946	ENSG00000283946.2	1140	CHRNB1	CHRNB1	P11230
ENSG00000283868	ENSG00000283868.2	57659	ZBTB4	ZBTB4	Q9P1Z0
ENSG00000284515	ENSG00000284515.1	643664	SLC35G6	SLC35G6	P0C7Q6
ENSG00000285312	ENSG00000285312.1	347744	C6orf52	C6orf52	Q5T4I8
ENSG00000285226	ENSG00000285226.2	55003	PAK1IP1	PAK1IP1	Q9NWT1
ENSG00000284936	ENSG00000284936.2	51522	TMEM14C	TMEM14C	Q9P0S9
ENSG00000285222	ENSG00000285222.3	2651	GCNT2	GCNT2	Q8N0V5
ENSG00000281894	ENSG00000281894.3	55888	ZKSCAN7	ZKSCAN7	Q9P0L1
ENSG00000280661	ENSG00000280661.2	285349	ZNF660	ZNF660	Q6AZW8
ENSG00000281709	ENSG00000281709.3	110354863	ZNF197	ZNF197	O14709
ENSG00000281709	ENSG00000281709.3	10168	ZNF197	ZNF197	O14709
ENSG00000281306	ENSG00000281306.3	7584	ZNF35	ZNF35	P13682
ENSG00000281448	ENSG00000281448.3	91392	ZNF502	ZNF502	Q8TBZ5
ENSG00000281661	ENSG00000281661.3	115560	ZNF501	ZNF501	Q96CX3
ENSG00000281665	ENSG00000281665.2	57456	KIAA1143	KIAA1143	Q96AT1
ENSG00000280610	ENSG00000280610.3	56992	KIF15	KIF15	Q9NS87
ENSG00000280516	ENSG00000280516.4	131616	TMEM42	TMEM42	Q69YG0
ENSG00000281886	ENSG00000281886.3	7047	TGM4	TGM4	P49221
ENSG00000281626	ENSG00000281626.6	285346	ZNF852	ZNF852	Q6ZMS4
ENSG00000154646	ENSG00000154646.9	5651	TMPRSS15	TMPRSS15	P98073
ENSG00000283068	ENSG00000283068.2	25998	IBTK	IBTK	Q9P2D0
ENSG00000283085	ENSG00000283085.3	7162	TPBG	TPBG	Q13641
ENSG00000154639	ENSG00000154639.19	1525	CXADR	CXADR	P78310
ENSG00000102699	ENSG00000102699.6	143	PARP4	PARP4	Q9UKK3
ENSG00000284068	ENSG00000284068.1	402569	KPNA7	KPNA7	A9QM74
ENSG00000027001	ENSG00000027001.10	4285	MIPEP	MIPEP	Q99797
ENSG00000142207	ENSG00000142207.7	9875	URB1	URB1	O60287
ENSG00000102781	ENSG00000102781.14	84056	KATNAL1	KATNAL1	Q9BW62
ENSG00000232263	ENSG00000232263.1	100131902	KRTAP25-1	KRTAP25-1	Q3LHN0
ENSG00000154721	ENSG00000154721.15	58494	JAM2	JAM2	P57087
ENSG00000281459	ENSG00000281459.3	29943	PADI1	PADI1	Q9ULC6
ENSG00000280549	ENSG00000280549.1	51702	PADI3	PADI3	Q9ULW8
ENSG00000280908	ENSG00000280908.2	23569	PADI4	PADI4	Q9UM07
ENSG00000280949	ENSG00000280949.1	353238	PADI6	PADI6	Q6TGC4
ENSG00000281540	ENSG00000281540.3	55920	RCC2	RCC2	Q9P258
ENSG00000236444	ENSG00000236444.5	171222	UBE2L5	UBE2L5	A0A1B0GUS4
ENSG00000132952	ENSG00000132952.12	10208	USPL1	USPL1	Q5W0Q7
ENSG00000189403	ENSG00000189403.15	3146	HMGB1	HMGB1	P09429
ENSG00000156282	ENSG00000156282.5	26285	CLDN17	CLDN17	P56750
ENSG00000166265	ENSG00000166265.13	116159	CYYR1	CYYR1	Q96J86
ENSG00000243927	ENSG00000243927.6	64968	MRPS6	MRPS6	P82932
ENSG00000102753	ENSG00000102753.10	3839	KPNA3	KPNA3	O00505
ENSG00000188694	ENSG00000188694.6	643803	KRTAP24-1	KRTAP24-1	Q3LI83
ENSG00000198743	ENSG00000198743.7	6526	SLC5A3	SLC5A3	P53794
ENSG00000159259	ENSG00000159259.8	8208	CHAF1B	CHAF1B	Q13112
ENSG00000288445	ENSG00000288445.2	11234	HPS5	HPS5	Q9UPZ3
ENSG00000288114	ENSG00000288114.1	2965	GTF2H1	GTF2H1	P32780
ENSG00000288299	ENSG00000288299.1	3939	LDHA	LDHA	P00338
ENSG00000288485	ENSG00000288485.1	23587	ELP5	ELP5	Q8TE02
ENSG00000288292	ENSG00000288292.1	1366	CLDN7	CLDN7	O95471
ENSG00000288174	ENSG00000288174.1	6517	SLC2A4	SLC2A4	P14672
ENSG00000288504	ENSG00000288504.1	51087	YBX2	YBX2	Q9Y2T7
ENSG00000288145	ENSG00000288145.1	1984	EIF5A	EIF5A	P63241
ENSG00000288325	ENSG00000288325.1	2874	GPS2	GPS2	Q13227
