Gene stable ID	Gene stable ID version	NCBI gene (formerly Entrezgene) ID	Gene name	HGNC symbol	UniProtKB/Swiss-Prot ID
ENSG00000212935	ENSG00000212935.2	386682	KRTAP10-3	KRTAP10-3	P60369
ENSG00000241123	ENSG00000241123.1	386680	KRTAP10-5	KRTAP10-5	P60370
ENSG00000188155	ENSG00000188155.11	386674	KRTAP10-6	KRTAP10-6	P60371
ENSG00000272804	ENSG00000272804.3	386675	KRTAP10-7	KRTAP10-7	P60409
ENSG00000132631	ENSG00000132631.6	140856	SCP2D1	SCP2D1	Q9UJQ7
ENSG00000187766	ENSG00000187766.1	386681	KRTAP10-8	KRTAP10-8	P60410
ENSG00000221859	ENSG00000221859.2	353333	KRTAP10-10	KRTAP10-10	P60014
ENSG00000243489	ENSG00000243489.4	386678	KRTAP10-11	KRTAP10-11	P60412
ENSG00000125533	ENSG00000125533.6	128408	BHLHE23	BHLHE23	Q8NDY6
ENSG00000212933	ENSG00000212933.1	386684	KRTAP12-4	KRTAP12-4	P60329
ENSG00000205439	ENSG00000205439.10	386683	KRTAP12-3	KRTAP12-3	P60328
ENSG00000221864	ENSG00000221864.4	353323	KRTAP12-2	KRTAP12-2	P59991
ENSG00000050130	ENSG00000050130.18	51528	JKAMP	JKAMP	Q9P055
ENSG00000187175	ENSG00000187175.5	353332	KRTAP12-1	KRTAP12-1	P59990
ENSG00000285432	ENSG00000285432.1	124906743	DEFB107A	DEFB107A	Q8IZN7
ENSG00000285432	ENSG00000285432.1	503614	DEFB107A	DEFB107A	Q8IZN7
ENSG00000285432	ENSG00000285432.1	245910	DEFB107A	DEFB107A	Q8IZN7
ENSG00000179242	ENSG00000179242.16	1002	CDH4	CDH4	P55283
ENSG00000184787	ENSG00000184787.19	7327	UBE2G2	UBE2G2	P60604
ENSG00000284937	ENSG00000284937.3	124906749	DEFB106A	DEFB106A	Q8N104
ENSG00000284937	ENSG00000284937.3	503841	DEFB106A	DEFB106A	Q8N104
ENSG00000284937	ENSG00000284937.3	245909	DEFB106A	DEFB106A	Q8N104
ENSG00000285356	ENSG00000285356.3	124906746	DEFB104A	DEFB104A	Q8WTQ1
ENSG00000285356	ENSG00000285356.3	503618	DEFB104A	DEFB104A	Q8WTQ1
ENSG00000285356	ENSG00000285356.3	140596	DEFB104A	DEFB104A	Q8WTQ1
ENSG00000288309	ENSG00000288309.2	124906741	SPAG11A	SPAG11A	Q08648
ENSG00000288309	ENSG00000288309.2	653423	SPAG11A	SPAG11A	Q08648
ENSG00000288309	ENSG00000288309.2	10407	SPAG11A	SPAG11A	Q08648
ENSG00000100359	ENSG00000100359.21	27352	SGSM3	SGSM3	Q96HU1
ENSG00000172728	ENSG00000172728.16	84750	FUT10	FUT10	Q6P4F1
ENSG00000284978	ENSG00000284978.2	124906744	DEFB103A	DEFB103A	P81534
ENSG00000284978	ENSG00000284978.2	414325	DEFB103A	DEFB103A	P81534
ENSG00000284978	ENSG00000284978.2	55894	DEFB103A	DEFB103A	P81534
ENSG00000285181	ENSG00000285181.2	124906748	DEFB4A	DEFB4A	O15263
ENSG00000285181	ENSG00000285181.2	100289462	DEFB4A	DEFB4A	O15263
ENSG00000285181	ENSG00000285181.2	1673	DEFB4A	DEFB4A	O15263
ENSG00000204740	ENSG00000204740.11	340895	MALRD1	MALRD1	Q5VYJ5
ENSG00000156687	ENSG00000156687.11	137970	UNC5D	UNC5D	Q6UXZ4
ENSG00000180730	ENSG00000180730.5	387914	SHISA2	SHISA2	Q6UWI4
ENSG00000133105	ENSG00000133105.8	122042	RXFP2	RXFP2	Q8WXD0
ENSG00000148488	ENSG00000148488.17	338596	ST8SIA6	ST8SIA6	P61647
ENSG00000183255	ENSG00000183255.12	754	PTTG1IP	PTTG1IP	P53801
ENSG00000284980	ENSG00000284980.2	55326	AGPAT5	AGPAT5	Q9NUQ2
ENSG00000284881	ENSG00000284881.2	1672	DEFB1	DEFB1	P60022
ENSG00000285136	ENSG00000285136.2	1671	DEFA6	DEFA6	Q01524
ENSG00000285318	ENSG00000285318.2	1669	DEFA4	DEFA4	P12838
ENSG00000284983	ENSG00000284983.2	1667	DEFA1	DEFA1	P59665
ENSG00000101079	ENSG00000101079.21	57446	NDRG3	NDRG3	Q9UGV2
ENSG00000285015	ENSG00000285015.2	124906747	DEFB105B	DEFB105B	Q8NG35
ENSG00000285015	ENSG00000285015.2	504180	DEFB105B	DEFB105B	Q8NG35
ENSG00000285015	ENSG00000285015.2	245908	DEFB105B	DEFB105B	Q8NG35
ENSG00000136750	ENSG00000136750.13	2572	GAD2	GAD2	Q05329
ENSG00000137834	ENSG00000137834.15	4091	SMAD6	SMAD6	O43541
ENSG00000164989	ENSG00000164989.17	203238	CCDC171	CCDC171	Q6TFL3
ENSG00000131831	ENSG00000131831.18	10742	RAI2	RAI2	Q9Y5P3
ENSG00000186866	ENSG00000186866.17	23275	POFUT2	POFUT2	Q9Y2G5
ENSG00000073910	ENSG00000073910.23	10129	FRY	FRY	Q5TBA9
ENSG00000126785	ENSG00000126785.13	57381	RHOJ	RHOJ	Q9H4E5
ENSG00000047230	ENSG00000047230.15	56474	CTPS2	CTPS2	Q9NRF8
ENSG00000137776	ENSG00000137776.17	79811	SLTM	SLTM	Q9NWH9
ENSG00000133422	ENSG00000133422.14	22880	MORC2	MORC2	Q9Y6X9
ENSG00000180008	ENSG00000180008.9	122809	SOCS4	SOCS4	Q8WXH5
ENSG00000038945	ENSG00000038945.15	4481	MSR1	MSR1	P21757
ENSG00000140015	ENSG00000140015.20	27133	KCNH5	KCNH5	Q8NCM2
ENSG00000107295	ENSG00000107295.10	6456	SH3GL2	SH3GL2	Q99962
ENSG00000150051	ENSG00000150051.14	283078	MKX	MKX	Q8IYA7
ENSG00000214042	ENSG00000214042.1	3444	IFNA7	IFNA7	P01567
ENSG00000100647	ENSG00000100647.8	9766	SUSD6	SUSD6	Q92537
ENSG00000153714	ENSG00000153714.6	286343	LURAP1L	LURAP1L	Q8IV03
ENSG00000263761	ENSG00000263761.3	2658	GDF2	GDF2	Q9UK05
ENSG00000171858	ENSG00000171858.18	6227	RPS21	RPS21	P63220
ENSG00000169906	ENSG00000169906.5	795	S100G	S100G	P29377
ENSG00000169126	ENSG00000169126.16	55130	ODAD2	ODAD2	Q5T2S8
ENSG00000183570	ENSG00000183570.17	54039	PCBP3	PCBP3	P57721
ENSG00000187516	ENSG00000187516.7	25763	H2AP	H2AP	O75409
ENSG00000086102	ENSG00000086102.19	4799	NFX1	NFX1	Q12986
ENSG00000102218	ENSG00000102218.6	6102	RP2	RP2	O75695
ENSG00000087510	ENSG00000087510.7	7022	TFAP2C	TFAP2C	Q92754
ENSG00000273953	ENSG00000273953.1	26496	OR10A3	OR10A3	P58181
ENSG00000276025	ENSG00000276025.2	120065	OR5P2	OR5P2	Q8WZ92
ENSG00000278253	ENSG00000278253.1	120066	OR5P3	OR5P3	Q8WZ94
ENSG00000276451	ENSG00000276451.2	390093	OR10A6	OR10A6	Q8NH74
ENSG00000276780	ENSG00000276780.2	338322	NLRP10	NLRP10	Q86W26
ENSG00000012174	ENSG00000012174.12	51360	MBTPS2	MBTPS2	O43462
ENSG00000092964	ENSG00000092964.18	1808	DPYSL2	DPYSL2	Q16555
ENSG00000183628	ENSG00000183628.14	8214	DGCR6	DGCR6	Q14129
ENSG00000129521	ENSG00000129521.15	112399	EGLN3	EGLN3	Q9H6Z9
ENSG00000184402	ENSG00000184402.15	26039	SS18L1	SS18L1	O75177
ENSG00000182798	ENSG00000182798.10	645864	MAGEB17	MAGEB17	A8MXT2
ENSG00000083642	ENSG00000083642.19	23047	PDS5B	PDS5B	Q9NTI5
ENSG00000101361	ENSG00000101361.17	10528	NOP56	NOP56	O00567
ENSG00000138593	ENSG00000138593.9	9728	SECISBP2L	SECISBP2L	Q93073
ENSG00000189132	ENSG00000189132.6	170062	FAM47B	FAM47B	Q8NA70
ENSG00000102098	ENSG00000102098.19	10389	SCML2	SCML2	Q9UQR0
ENSG00000077943	ENSG00000077943.8	8516	ITGA8	ITGA8	P53708
ENSG00000278545	ENSG00000278545.4	220972	MARCHF8	MARCHF8	Q5T0T0
ENSG00000165389	ENSG00000165389.7	171546	SPTSSA	SPTSSA	Q969W0
ENSG00000277495	ENSG00000277495.4	79290	OR13A1	OR13A1	Q8NGR1
ENSG00000275565	ENSG00000275565.4	240	ALOX5	ALOX5	P09917
ENSG00000170345	ENSG00000170345.10	2353	FOS	FOS	P01100
ENSG00000189306	ENSG00000189306.11	27341	RRP7A	RRP7A	Q9Y3A4
ENSG00000183690	ENSG00000183690.13	80258	EFHC2	EFHC2	Q5JST6
ENSG00000107105	ENSG00000107105.15	1993	ELAVL2	ELAVL2	Q12926
ENSG00000184012	ENSG00000184012.14	124905021	TMPRSS2	TMPRSS2	O15393
ENSG00000184012	ENSG00000184012.14	7113	TMPRSS2	TMPRSS2	O15393
ENSG00000175985	ENSG00000175985.10	400224	PLEKHD1	PLEKHD1	A6NEE1
ENSG00000274538	ENSG00000274538.2	7262	PHLDA2	PHLDA2	Q53GA4
ENSG00000148482	ENSG00000148482.12	221074	SLC39A12	SLC39A12	Q504Y0
ENSG00000278191	ENSG00000278191.4	833	CARS1	CARS1	P49589
ENSG00000100246	ENSG00000100246.13	10126	DNAL4	DNAL4	O96015
ENSG00000180182	ENSG00000180182.11	9282	MED14	MED14	O60244
ENSG00000253797	ENSG00000253797.2	9724	UTP14C	UTP14C	Q5TAP6
ENSG00000119681	ENSG00000119681.12	4053	LTBP2	LTBP2	Q14767
ENSG00000102786	ENSG00000102786.15	26512	INTS6	INTS6	Q9UL03
ENSG00000221890	ENSG00000221890.6	23467	NPTXR	NPTXR	O95502
ENSG00000103657	ENSG00000103657.14	8925	HERC1	HERC1	Q15751
ENSG00000183741	ENSG00000183741.12	23466	CBX6	CBX6	O95503
ENSG00000273562	ENSG00000273562.4	4676	NAP1L4	NAP1L4	Q99733
ENSG00000137106	ENSG00000137106.18	9380	GRHPR	GRHPR	Q9UBQ7
ENSG00000147454	ENSG00000147454.14	51312	SLC25A37	SLC25A37	Q9NYZ2
ENSG00000179750	ENSG00000179750.16	9582	APOBEC3B	APOBEC3B	Q9UH17
ENSG00000285375	ENSG00000285375.1	112577462	OOSP4A	OOSP4A	A0A2R8YFL7
ENSG00000101096	ENSG00000101096.20	4773	NFATC2	NFATC2	Q13469
ENSG00000285463	ENSG00000285463.1	107987155	OOSP4B	OOSP4B	A0A2R8Y4Y8
ENSG00000285422	ENSG00000285422.2	219990	OOSP2	OOSP2	Q86WS3
ENSG00000284903	ENSG00000284903.3	932	MS4A3	MS4A3	Q96HJ5
ENSG00000177669	ENSG00000177669.4	619373	MBOAT4	MBOAT4	Q96T53
ENSG00000147459	ENSG00000147459.18	80005	DOCK5	DOCK5	Q9H7D0
ENSG00000172671	ENSG00000172671.20	93550	ZFAND4	ZFAND4	Q86XD8
ENSG00000244509	ENSG00000244509.4	27350	APOBEC3C	APOBEC3C	Q9NRW3
ENSG00000147119	ENSG00000147119.4	56548	CHST7	CHST7	Q9NS84
ENSG00000128394	ENSG00000128394.17	200316	APOBEC3F	APOBEC3F	Q8IUX4
ENSG00000273820	ENSG00000273820.2	389856	USP27X	USP27X	A6NNY8
ENSG00000171365	ENSG00000171365.17	1184	CLCN5	CLCN5	P51795
ENSG00000239713	ENSG00000239713.9	60489	APOBEC3G	APOBEC3G	Q9HC16
ENSG00000119121	ENSG00000119121.22	140803	TRPM6	TRPM6	Q9BX84
ENSG00000188779	ENSG00000188779.12	390598	SKOR1	SKOR1	P84550
ENSG00000165898	ENSG00000165898.14	122961	ISCA2	ISCA2	Q86U28
ENSG00000157601	ENSG00000157601.15	4599	MX1	MX1	P20591
ENSG00000278489	ENSG00000278489.2	440021	KRTAP5-2	KRTAP5-2	Q701N4
ENSG00000100324	ENSG00000100324.14	10454	TAB1	TAB1	Q15750
ENSG00000275920	ENSG00000275920.1	387266	KRTAP5-3	KRTAP5-3	Q6L8H2
ENSG00000278210	ENSG00000278210.1	387264	KRTAP5-1	KRTAP5-1	Q6L8H4
ENSG00000129028	ENSG00000129028.9	56906	THAP10	THAP10	Q9P2Z0
ENSG00000277291	ENSG00000277291.2	439915	KRTAP5-5	KRTAP5-5	Q701N2
ENSG00000095777	ENSG00000095777.17	53904	MYO3A	MYO3A	Q8NEV4
ENSG00000140044	ENSG00000140044.13	122953	JDP2	JDP2	Q8WYK2
ENSG00000273793	ENSG00000273793.3	1850	DUSP8	DUSP8	Q13202
ENSG00000104660	ENSG00000104660.19	23484	LEPROTL1	LEPROTL1	O95214
ENSG00000171956	ENSG00000171956.7	27023	FOXB1	FOXB1	Q99853
ENSG00000122033	ENSG00000122033.15	219402	MTIF3	MTIF3	Q9H2K0
ENSG00000123171	ENSG00000123171.8	83446	CCDC70	CCDC70	Q6NSX1
ENSG00000184735	ENSG00000184735.7	168400	DDX53	DDX53	Q86TM3
ENSG00000137880	ENSG00000137880.6	2644	GCHFR	GCHFR	P30047
ENSG00000125245	ENSG00000125245.14	2841	GPR18	GPR18	Q14330
ENSG00000128268	ENSG00000128268.12	4248	MGAT3	MGAT3	Q09327
ENSG00000132938	ENSG00000132938.22	23281	MTUS2	MTUS2	Q5JR59
ENSG00000177689	ENSG00000177689.10	139422	MAGEB10	MAGEB10	Q96LZ2
ENSG00000196074	ENSG00000196074.13	10388	SYCP2	SYCP2	Q9BX26
ENSG00000100335	ENSG00000100335.15	54471	MIEF1	MIEF1	Q9NQG6
ENSG00000074410	ENSG00000074410.14	771	CA12	CA12	O43570
ENSG00000042317	ENSG00000042317.17	55812	SPATA7	SPATA7	Q9P0W8
ENSG00000120907	ENSG00000120907.18	148	ADRA1A	ADRA1A	P35348
ENSG00000102313	ENSG00000102313.9	347365	ITIH6	ITIH6	Q6UXX5
ENSG00000102524	ENSG00000102524.12	10673	TNFSF13B	TNFSF13B	Q9Y275
ENSG00000165186	ENSG00000165186.12	139411	PTCHD1	PTCHD1	Q96NR3
ENSG00000169895	ENSG00000169895.6	94056	SYAP1	SYAP1	Q96A49
ENSG00000133878	ENSG00000133878.9	78986	DUSP26	DUSP26	Q9BV47
ENSG00000102043	ENSG00000102043.16	55613	MTMR8	MTMR8	Q96EF0
ENSG00000183486	ENSG00000183486.14	4600	MX2	MX2	P20592
ENSG00000167034	ENSG00000167034.10	4824	NKX3-1	NKX3-1	Q99801
ENSG00000127870	ENSG00000127870.17	6049	RNF6	RNF6	Q9Y252
ENSG00000187051	ENSG00000187051.9	91582	RPS19BP1	RPS19BP1	Q86WX3
ENSG00000285516	ENSG00000285516.2	10003	NAALAD2	NAALAD2	Q9Y3Q0
ENSG00000274780	ENSG00000274780.2	57661	PHRF1	PHRF1	Q9P1Y6
ENSG00000285023	ENSG00000285023.2	26973	CHORDC1	CHORDC1	Q9UHD1
ENSG00000008086	ENSG00000008086.13	6792	CDKL5	CDKL5	O76039
ENSG00000182902	ENSG00000182902.14	83733	SLC25A18	SLC25A18	Q9H1K4
ENSG00000134013	ENSG00000134013.16	4017	LOXL2	LOXL2	Q9Y4K0
ENSG00000157483	ENSG00000157483.9	4643	MYO1E	MYO1E	Q12965
ENSG00000275873	ENSG00000275873.2	256329	LMNTD2	LMNTD2	Q8IXW0
ENSG00000157578	ENSG00000157578.14	150082	LCA5L	LCA5L	O95447
ENSG00000132932	ENSG00000132932.19	51761	ATP8A2	ATP8A2	Q9NTI2
ENSG00000276230	ENSG00000276230.4	6050	RNH1	RNH1	P13489
ENSG00000148450	ENSG00000148450.13	22921	MSRB2	MSRB2	Q9Y3D2
ENSG00000196092	ENSG00000196092.14	5079	PAX5	PAX5	Q02548
ENSG00000256574	ENSG00000256574.8	79290	OR13A1	OR13A1	Q8NGR1
ENSG00000130702	ENSG00000130702.15	3911	LAMA5	LAMA5	O15230
ENSG00000276825	ENSG00000276825.2	1815	DRD4	DRD4	P21917
ENSG00000168267	ENSG00000168267.7	256297	PTF1A	PTF1A	Q7RTS3
ENSG00000131100	ENSG00000131100.13	529	ATP6V1E1	ATP6V1E1	P36543
ENSG00000276561	ENSG00000276561.4	3665	IRF7	IRF7	Q92985
ENSG00000104219	ENSG00000104219.13	51201	ZDHHC2	ZDHHC2	Q9UIJ5
ENSG00000099256	ENSG00000099256.19	56952	PRTFDC1	PRTFDC1	Q9NRG1
ENSG00000276536	ENSG00000276536.4	3265	HRAS	HRAS	P01112
ENSG00000273859	ENSG00000273859.4	8045	RASSF7	RASSF7	Q02833
ENSG00000168300	ENSG00000168300.14	115294	PCMTD1	PCMTD1	Q96MG8
ENSG00000274473	ENSG00000274473.2	6343	SCT	SCT	P09683
ENSG00000198718	ENSG00000198718.13	23116	TOGARAM1	TOGARAM1	Q9Y4F4
ENSG00000166128	ENSG00000166128.13	51762	RAB8B	RAB8B	Q92930
ENSG00000154723	ENSG00000154723.13	522	ATP5PF	ATP5PF	P18859
ENSG00000104765	ENSG00000104765.16	665	BNIP3L	BNIP3L	O60238
ENSG00000151835	ENSG00000151835.17	26278	SACS	SACS	Q9NZJ4
ENSG00000151023	ENSG00000151023.17	219670	ENKUR	ENKUR	Q8TC29
ENSG00000099968	ENSG00000099968.18	23786	BCL2L13	BCL2L13	Q9BXK5
ENSG00000136770	ENSG00000136770.11	64215	DNAJC1	DNAJC1	Q96KC8
ENSG00000166233	ENSG00000166233.15	25820	ARIH1	ARIH1	Q9Y4X5
ENSG00000149657	ENSG00000149657.20	149986	LSM14B	LSM14B	Q9BX40
ENSG00000196368	ENSG00000196368.5	55190	NUDT11	NUDT11	Q96G61
ENSG00000053770	ENSG00000053770.12	55745	AP5M1	AP5M1	Q9H0R1
ENSG00000165164	ENSG00000165164.14	286464	CFAP47	CFAP47	Q6ZTR5
ENSG00000165443	ENSG00000165443.12	84457	PHYHIPL	PHYHIPL	Q96FC7
ENSG00000197892	ENSG00000197892.13	23303	KIF13B	KIF13B	Q9NQT8
ENSG00000160284	ENSG00000160284.15	84221	SPATC1L	SPATC1L	Q9H0A9
ENSG00000087495	ENSG00000087495.17	116154	PHACTR3	PHACTR3	Q96KR7
ENSG00000160285	ENSG00000160285.15	4047	LSS	LSS	P48449
ENSG00000153495	ENSG00000153495.11	121793	TEX29	TEX29	Q8N6K0
ENSG00000277389	ENSG00000277389.1	440023	KRTAP5-6	KRTAP5-6	Q6L8G9
ENSG00000280585	ENSG00000280585.1	387264	KRTAP5-1	KRTAP5-1	Q6L8H4
ENSG00000278620	ENSG00000278620.3	387267	KRTAP5-4	KRTAP5-4	Q6L8H1
ENSG00000165548	ENSG00000165548.11	57156	TMEM63C	TMEM63C	Q9P1W3
ENSG00000265203	ENSG00000265203.2	5949	RBP3	RBP3	P10745
ENSG00000278165	ENSG00000278165.3	1850	DUSP8	DUSP8	Q13202
ENSG00000137841	ENSG00000137841.12	5330	PLCB2	PLCB2	Q00722
ENSG00000178695	ENSG00000178695.6	115207	KCTD12	KCTD12	Q96CX2
ENSG00000281191	ENSG00000281191.2	387266	KRTAP5-3	KRTAP5-3	Q6L8H2
ENSG00000281533	ENSG00000281533.1	440021	KRTAP5-2	KRTAP5-2	Q701N4
ENSG00000102805	ENSG00000102805.16	1203	CLN5	CLN5	O75503
ENSG00000165322	ENSG00000165322.18	94134	ARHGAP12	ARHGAP12	Q8IWW6
ENSG00000268994	ENSG00000268994.3	100132304	FAM236B	FAM236B	A0A1B0GV22
ENSG00000124479	ENSG00000124479.11	4693	NDP	NDP	Q00604
ENSG00000243156	ENSG00000243156.9	57553	MICAL3	MICAL3	Q7RTP6
ENSG00000230797	ENSG00000230797.3	404281	YY2	YY2	O15391
ENSG00000197562	ENSG00000197562.10	57799	RAB40C	RAB40C	Q96S21
ENSG00000151812	ENSG00000151812.15	341880	SLC35F4	SLC35F4	A4IF30
ENSG00000165169	ENSG00000165169.11	6990	DYNLT3	DYNLT3	P51808
ENSG00000005812	ENSG00000005812.11	26224	FBXL3	FBXL3	Q9UKT7
ENSG00000147081	ENSG00000147081.15	8852	AKAP4	AKAP4	Q5JQC9
ENSG00000125378	ENSG00000125378.16	652	BMP4	BMP4	P12644
ENSG00000257108	ENSG00000257108.2	283948	NHLRC4	NHLRC4	P0CG21
ENSG00000253309	ENSG00000253309.7	647174	SERPINE3	SERPINE3	A8MV23
ENSG00000104671	ENSG00000104671.8	10671	DCTN6	DCTN6	O00399
ENSG00000069535	ENSG00000069535.14	4129	MAOB	MAOB	P27338
ENSG00000171703	ENSG00000171703.17	6919	TCEA2	TCEA2	Q15560
ENSG00000122026	ENSG00000122026.11	6144	RPL21	RPL21	P46778
ENSG00000167930	ENSG00000167930.17	83986	FAM234A	FAM234A	Q9H0X4
ENSG00000171885	ENSG00000171885.18	361	AQP4	AQP4	P55087
ENSG00000221914	ENSG00000221914.11	5520	PPP2R2A	PPP2R2A	P63151
ENSG00000155659	ENSG00000155659.15	11326	VSIG4	VSIG4	Q9Y279
ENSG00000100650	ENSG00000100650.16	6430	SRSF5	SRSF5	Q13243
ENSG00000174227	ENSG00000174227.16	54872	PIGG	PIGG	Q5H8A4
ENSG00000139780	ENSG00000139780.8	196541	METTL21C	METTL21C	Q5VZV1
ENSG00000160282	ENSG00000160282.15	10841	FTCD	FTCD	O95954
ENSG00000134899	ENSG00000134899.24	2073	ERCC5	ERCC5	P28715
ENSG00000119547	ENSG00000119547.6	9480	ONECUT2	ONECUT2	O95948
ENSG00000156052	ENSG00000156052.11	2776	GNAQ	GNAQ	P50148
ENSG00000137809	ENSG00000137809.17	22801	ITGA11	ITGA11	Q9UKX5
ENSG00000134440	ENSG00000134440.12	4677	NARS1	NARS1	O43776
ENSG00000102221	ENSG00000102221.14	9767	JADE3	JADE3	Q92613
ENSG00000165092	ENSG00000165092.13	216	ALDH1A1	ALDH1A1	P00352
ENSG00000262607	ENSG00000262607.5	440073	IQSEC3	IQSEC3	Q9UPP2
ENSG00000125255	ENSG00000125255.7	6555	SLC10A2	SLC10A2	Q12908
ENSG00000130700	ENSG00000130700.7	140628	GATA5	GATA5	Q9BWX5
ENSG00000189299	ENSG00000189299.7	139628	FOXR2	FOXR2	Q6PJQ5
ENSG00000129988	ENSG00000129988.6	3929	LBP	LBP	P18428
ENSG00000172458	ENSG00000172458.5	53342	IL17D	IL17D	Q8TAD2
ENSG00000065923	ENSG00000065923.10	84679	SLC9A7	SLC9A7	Q96T83
ENSG00000159267	ENSG00000159267.17	3141	HLCS	HLCS	P50747
ENSG00000072401	ENSG00000072401.15	7321	UBE2D1	UBE2D1	P51668
ENSG00000134864	ENSG00000134864.11	87769	GGACT	GGACT	Q9BVM4
ENSG00000033170	ENSG00000033170.17	2530	FUT8	FUT8	Q9BYC5
ENSG00000165300	ENSG00000165300.8	26050	SLITRK5	SLITRK5	O94991
ENSG00000180509	ENSG00000180509.13	3753	KCNE1	KCNE1	P15382
ENSG00000081923	ENSG00000081923.15	5205	ATP8B1	ATP8B1	O43520
ENSG00000068650	ENSG00000068650.19	23250	ATP11A	ATP11A	P98196
ENSG00000196227	ENSG00000196227.11	63939	FAM217B	FAM217B	Q9NTX9
ENSG00000074696	ENSG00000074696.13	51495	HACD3	HACD3	Q9P035
ENSG00000164151	ENSG00000164151.12	23379	ICE1	ICE1	Q9Y2F5
ENSG00000155621	ENSG00000155621.15	138241	C9orf85	C9orf85	Q96MD7
ENSG00000266524	ENSG00000266524.3	2662	GDF10	GDF10	P55107
ENSG00000197217	ENSG00000197217.13	9583	ENTPD4	ENTPD4	Q9Y227
ENSG00000142156	ENSG00000142156.16	1291	COL6A1	COL6A1	P12109
ENSG00000080839	ENSG00000080839.12	5933	RBL1	RBL1	P28749
ENSG00000187601	ENSG00000187601.5	28986	MAGEH1	MAGEH1	Q9H213
ENSG00000196693	ENSG00000196693.15	7582	ZNF33B	ZNF33B	Q06732
ENSG00000262145	ENSG00000262145.5	91419	ATP23	ATP23	Q9Y6H3
ENSG00000274588	ENSG00000274588.2	139189	DGKK	DGKK	Q5KSL6
ENSG00000197506	ENSG00000197506.8	64078	SLC28A3	SLC28A3	Q9HAS3
ENSG00000276167	ENSG00000276167.1	259296	TAS2R50	TAS2R50	P59544
ENSG00000273713	ENSG00000273713.2	50835	TAS2R9	TAS2R9	Q9NYW1
ENSG00000275679	ENSG00000275679.4	5555	PRH2	PRH2	P02810
ENSG00000274327	ENSG00000274327.1	50837	TAS2R7	TAS2R7	Q9NYW3
ENSG00000282269	ENSG00000282269.1	11272	PRR4	PRR4	Q16378
ENSG00000282269	ENSG00000282269.1	5554	PRR4	PRR4	Q16378
ENSG00000198796	ENSG00000198796.7	115701	ALPK2	ALPK2	Q86TB3
ENSG00000100312	ENSG00000100312.11	49	ACR	ACR	P10323
ENSG00000145536	ENSG00000145536.15	170690	ADAMTS16	ADAMTS16	Q8TE57
ENSG00000277316	ENSG00000277316.2	50836	TAS2R8	TAS2R8	Q9NYW2
ENSG00000277254	ENSG00000277254.1	50838	TAS2R13	TAS2R13	Q9NYV9
ENSG00000099250	ENSG00000099250.18	8829	NRP1	NRP1	O14786
ENSG00000277238	ENSG00000277238.2	50839	TAS2R10	TAS2R10	Q9NYW0
ENSG00000276541	ENSG00000276541.2	106707243	TAS2R14	TAS2R14	Q9NYV8
ENSG00000276541	ENSG00000276541.2	50840	TAS2R14	TAS2R14	Q9NYV8
ENSG00000152207	ENSG00000152207.8	57105	CYSLTR2	CYSLTR2	Q9NS75
ENSG00000204612	ENSG00000204612.1	442425	FOXB2	FOXB2	Q5VYV0
ENSG00000154330	ENSG00000154330.13	5239	PGM5	PGM5	Q15124
ENSG00000165621	ENSG00000165621.9	27199	OXGR1	OXGR1	Q96P68
ENSG00000087842	ENSG00000087842.11	8544	PIR	PIR	O00625
ENSG00000188243	ENSG00000188243.14	170622	COMMD6	COMMD6	Q7Z4G1
ENSG00000173482	ENSG00000173482.17	5797	PTPRM	PTPRM	P28827
ENSG00000109667	ENSG00000109667.12	56606	SLC2A9	SLC2A9	Q9NRM0
ENSG00000205927	ENSG00000205927.5	10215	OLIG2	OLIG2	Q13516
ENSG00000135069	ENSG00000135069.14	29968	PSAT1	PSAT1	Q9Y617
ENSG00000124205	ENSG00000124205.18	1908	EDN3	EDN3	P14138
ENSG00000164808	ENSG00000164808.17	23514	SPIDR	SPIDR	Q14159
ENSG00000100416	ENSG00000100416.15	55687	TRMU	TRMU	O75648
ENSG00000184221	ENSG00000184221.13	116448	OLIG1	OLIG1	Q8TAK6
ENSG00000171421	ENSG00000171421.13	64979	MRPL36	MRPL36	Q9P0J6
ENSG00000273326	ENSG00000273326.1	50837	TAS2R7	TAS2R7	Q9NYW3
ENSG00000272712	ENSG00000272712.1	50836	TAS2R8	TAS2R8	Q9NYW2
ENSG00000273086	ENSG00000273086.1	50835	TAS2R9	TAS2R9	Q9NYW1
ENSG00000263247	ENSG00000263247.6	11272	PRR4	PRR4	Q16378
ENSG00000263247	ENSG00000263247.6	5554	PRR4	PRR4	Q16378
ENSG00000124279	ENSG00000124279.12	79072	FASTKD3	FASTKD3	Q14CZ7
ENSG00000160180	ENSG00000160180.17	7033	TFF3	TFF3	Q07654
ENSG00000131080	ENSG00000131080.15	60401	EDA2R	EDA2R	Q9HAV5
ENSG00000183324	ENSG00000183324.11	283677	REC114	REC114	Q7Z4M0
ENSG00000136114	ENSG00000136114.17	55901	THSD1	THSD1	Q9NS62
ENSG00000272805	ENSG00000272805.1	50839	TAS2R10	TAS2R10	Q9NYW0
ENSG00000273457	ENSG00000273457.1	50838	TAS2R13	TAS2R13	Q9NYV9
ENSG00000272803	ENSG00000272803.5	5555	PRH2	PRH2	P02810
ENSG00000103126	ENSG00000103126.15	8312	AXIN1	AXIN1	O15169
ENSG00000166351	ENSG00000166351.11	317754	POTED	POTED	Q86YR6
