feature1,feature2,competing_rmst,competing_interaction_score,string_evidence,biogrid_evidence
PAPD7,ERCC5,137.70126,85.54882,0,0
CTNNAL1,ADO,201.52109,85.53644,0,0
FBXO21,MBTPS1,124.61192,85.52839,0,0
MBTPS1,RSU1,124.60789,85.52436,0,0
PAFAH1B1,BAZ1B,199.66668,85.5198,0,0
ECD,RRP1B,184.29361,85.5157,0,0
PHF2,TSN,130.30291,85.50241,0,0
DHX8,KDM5B,179.94819,85.50062,0,0
UBE2A,PUF60,193.61942,85.49992,1,1
MCUR1,PDS5A,172.401,85.49258,0,0
KIAA1033,SEC24C,153.71095,85.46922,0,0
AKAP1,BECN1,164.80232,85.40598,0,0
UBE2A,TSPAN3,193.48495,85.36545,0,0
NVL,DDX42,146.33707,85.27107,1,0
SOX4,RRP1B,184.04824,85.27033,0,0
NFE2L2,HADHB,216.80661,85.26964,0,0
UBE2A,CASK,193.38615,85.26665,1,0
MCUR1,TXNDC9,138.83306,85.24505,0,0
EAPP,TIMM22,166.4956,85.23493,0,0
TMED10,SEC24C,160.1517,85.21384,1,0
HAT1,HADHB,216.74925,85.21228,0,0
SCYL3,PSMD10,138.56347,85.1797,0,0
CSNK2A2,SMC3,187.86673,85.14696,0,0
MCUR1,MRPL19,141.33311,85.12906,0,0
LBR,SEC24C,153.33539,85.09366,0,0
NOLC1,DDX10,162.81775,85.01946,1,0
NNT,KLHDC2,155.9884,85.01093,0,0
ELAVL1,PYCR1,188.38003,85.01072,0,0
AKAP1,UBE3B,164.37297,84.97663,0,0
MSH6,CAMSAP2,177.54751,84.93882,0,0
ANXA7,USP6NL,166.9533,84.93789,0,0
TFAP2A,TLE3,125.09796,84.93778,0,0
VAMP7,NOLC1,162.72036,84.92207,0,0
CNOT4,CLCN3,118.02062,84.89251,0,0
ANXA7,G3BP1,166.89652,84.88111,1,1
ANXA7,SEC24B,166.87406,84.85865,0,0
SLC35B1,ANXA7,166.85617,84.84076,0,0
ZNF629,KLHDC2,155.81426,84.83679,0,0
RPA1,PUF60,196.46779,84.8207,0,1
ZMIZ1,RRP1B,194.30573,84.81918,0,0
MSH6,PIP4K2B,177.36946,84.76077,0,0
CTCF,TMED10,159.66716,84.7293,0,0
ANXA7,UBE3B,166.711,84.69559,0,0
VAMP7,TNFRSF21,166.45342,84.69445,0,0
DCUN1D4,PARP2,162.73149,84.66131,0,0
DHX8,TOMM22,179.02636,84.57879,0,0
ANXA7,OXA1L,166.56102,84.54561,0,0
ACD,DDX49,141.77946,84.53705,0,0
TM9SF3,UFM1,159.27462,84.5354,0,0
ALMS1,TNFRSF21,166.26419,84.50522,0,0
RAD51C,VPS72,161.46271,84.49603,0,0
TXNDC9,ABAT,138.31995,84.49143,0,0
PTPRF,TIAM1,151.99765,84.46495,0,0
TOMM22,GABPB1,164.66655,84.41811,0,0
TNFRSF21,NFIL3,199.4888,84.40873,1,0
GADD45B,ANXA7,166.36942,84.35401,0,0
ANXA7,CHCHD7,166.32953,84.31412,0,0
DHX29,CASK,153.33217,84.29441,0,0
DCUN1D4,PDHX,162.34473,84.27455,0,0
LBR,PYCR1,131.53127,84.2699,0,0
ARID4B,SMC3,186.98679,84.26702,1,0
SLC25A14,B4GAT1,156.84156,84.26522,0,0
GABPB1,DOK4,182.61118,84.24514,0,0
HMGCR,MBTPS1,123.31938,84.23585,1,0
DHDDS,TIAM1,201.84837,84.23159,0,0
CREB1,ERCC5,142.55819,84.21016,0,0
GADD45B,SMYD3,150.99938,84.18685,0,0
PMM2,PUF60,203.4234,84.1764,0,0
CCP110,VPS26A,170.54393,84.17322,0,0
BAZ1B,CRKL,198.28697,84.14009,0,0
MSH6,VPS26A,176.706,84.09731,0,0
ZW10,KLHL9,197.49603,84.06737,0,0
MSH6,NOLC1,176.67039,84.0617,1,0
PAFAH1B1,CNOT4,117.17686,84.04875,0,0
SLC25A14,COQ3,149.05114,84.02784,0,0
HPRT1,C2CD2L,143.57309,84.02746,0,0
CTCF,RAD51C,153.96782,84.0246,0,0
ELAVL1,VPS72,187.36732,83.99801,0,1
CTCF,GABPB1,164.21742,83.96898,1,0
CNOT4,AARS,143.65134,83.92174,0,0
CRKL,TMEM2,196.36837,83.9196,0,0
SMC3,NUP88,186.63279,83.91302,0,0
STX4,TLE3,135.66993,83.89507,0,0
DLD,AKAP1,175.65927,83.86193,0,0
SCYL3,TSPAN3,133.56631,83.85713,0,0
KIAA0907,TLE3,149.79208,83.83586,0,1
VPS26A,STAT6,167.82756,83.8093,0,0
DNAJA3,MAP2K5,161.1931,83.79229,0,0
HAT1,TNFRSF21,213.93157,83.71759,0,0
SNX13,C2CD5,158.04977,83.70025,1,0
CNOT4,ZBTB14,118.96427,83.68958,0,0
DHX8,ZMIZ1,193.16325,83.6767,1,0
PKD1,TLE3,127.78473,83.65981,0,0
NVL,THAP11,144.72418,83.65818,0,0
DNMT1,APBB2,194.49731,83.64173,1,0
SOX4,FANCA,233.05675,83.62921,0,0
DHX8,SEC24C,178.07089,83.62332,1,0
KDM5B,CREB1,141.9158,83.56777,1,0
ZMIZ1,PWP1,193.04929,83.56274,0,0
MAP3K4,VPS26A,164.1766,83.55136,0,0
ASAP2,KLHDC2,154.52792,83.55045,0,0
PRPF4,DDX42,201.3211,83.53913,1,0
TNFRSF21,CLIC4,205.61458,83.52755,0,0
FHL2,PPP3CA,166.321,83.52487,1,0
UBE2A,SLC11A2,191.63771,83.51821,0,0
BAZ1B,PHF2,197.66295,83.51607,0,0
UBE2A,TRAP1,191.62041,83.50091,1,0
TM9SF3,DNM1L,158.21242,83.4732,0,0
AARS,SLC36A1,161.37133,83.409,0,0
TTF1,GM2A,124.4307,83.4064,0,0
PAFAH1B1,DHX29,152.38289,83.34513,0,0
EAPP,CETN3,164.41865,83.33523,0,0
GM2A,PHF2,128.09624,83.29574,0,0
HTRA1,ELOVL6,125.99013,83.28212,0,0
EAPP,NVL,164.3444,83.26098,0,0
HEATR1,KLHL9,182.62407,83.24601,0,0
KDM5B,ZNF131,139.79278,83.24559,1,0
DMTF1,USP20,147.98299,83.23862,0,0
VPS26A,VAMP7,163.85852,83.23328,1,0
MCOLN1,VPS28,152.84632,83.2182,1,0
GGA2,ERCC5,153.76593,83.21401,0,0
SLC35F2,ABAT,159.19334,83.21059,1,0
SNX13,CAMSAP2,157.5024,83.15288,0,0
TTF1,TSN,124.16279,83.13849,0,0
ATP5S,TMCO1,201.55949,83.13219,0,0
TBPL1,KIAA0753,227.75441,83.12773,0,0
AKAP1,G3BP1,162.51848,83.12214,1,0
MSH6,ANXA7,175.72717,83.11848,0,0
ADAT1,FAM69A,188.95252,83.10361,0,0
DHX8,UBQLN2,188.73113,83.08881,0,0
SEC24C,EXT1,178.41548,83.07959,0,0
MRPL19,FBXO21,139.26916,83.06511,0,0
UBE2A,ZMIZ1,192.53683,83.05028,1,0
RAE1,EAPP,191.44943,83.01003,0,0
CSNK2A2,TNFRSF21,164.76892,83.00995,0,0
TLE3,UBE2L6,133.51798,83.00048,0,0
PPP2R3C,AKT1,118.36791,82.94416,1,0
TM9SF3,CREB1,157.6819,82.94268,0,0
SMC3,OXSR1,206.05712,82.93153,0,0
CCDC86,MYC,203.9383,82.92952,1,1
TNFRSF21,TXNRD1,187.53314,82.90847,0,0
TRAPPC6A,UBE2L6,140.25375,82.89116,0,0
SMG7,UBQLN2,188.51025,82.86793,0,0
PARP2,KIAA0907,149.17652,82.86509,0,0
EPRS,KLHDC2,159.67983,82.8594,1,0
MSH6,EAPP,175.44763,82.83894,0,0
ZMIZ1,PDS5A,192.29635,82.8098,0,0
CPNE3,ANXA7,164.82204,82.80663,0,0
ADAM10,NOLC1,160.76665,82.80012,0,0
SLC36A1,KLHDC2,160.75138,82.78905,0,0
SRRM1,ANXA7,164.80441,82.789,0,0
NR3C1,RFX5,129.43478,82.76752,0,0
ZNF629,CAMSAP2,143.27425,82.70248,0,0
KDM5B,LBR,139.21273,82.66554,0,0
LRRC41,ANXA7,171.08832,82.66021,0,0
DHX8,AKAP1,177.10163,82.65406,0,0
C2CD5,FANCL,190.14182,82.62711,0,0
FAM69A,AGL,193.63089,82.62001,0,0
NUP88,UBQLN2,188.26185,82.61953,0,0
CHIC2,VPS72,187.24323,82.60207,0,0
IDE,MRPS16,201.82893,82.58307,0,0
TIMP2,SEC24C,161.08489,82.55553,0,0
DHX29,PHF2,151.55525,82.51749,0,0
NAA50,ANXA7,196.21474,82.51089,0,0
TIMM22,MLLT11,163.74042,82.47975,0,0
TIMM22,PYCR1,163.7323,82.47163,0,0
POLE2,SMC3,232.76285,82.44729,1,0
FSD1,EZH2,225.37401,82.43453,0,0
LAMTOR3,TSPAN3,130.93339,82.42349,0,0
NVL,KLHDC2,153.39788,82.42041,0,0
NNT,HMGCR,130.18264,82.40927,0,0
AKAP1,SRRM1,161.79841,82.40207,0,0
FAM20B,VPS26A,167.0221,82.36782,0,0
PAFAH1B1,RRP1B,181.13199,82.35408,0,0
TSPAN3,TMED10,157.28561,82.34775,0,0
MSH6,SMARCC1,174.95504,82.34635,1,1
DOK4,DNMT1,193.18305,82.32747,0,0
DUSP11,KLHDC2,159.62598,82.31492,0,0
CTSV,TLE3,122.06424,82.31483,0,0
CAMSAP2,ZNF131,119.97244,82.28817,0,0
ANXA7,CRTAP,164.30337,82.28796,0,0
ADAT1,AKAP1,188.12225,82.27334,0,0
NSFL1C,ECD,168.60559,82.24136,0,0
TLE3,GAA,141.24336,82.23379,0,0
CREB1,ECD,146.93801,82.22793,0,0
DCUN1D4,KLHDC2,160.27265,82.20247,0,0
ALMS1,USP20,141.83068,82.19986,0,0
ZNF629,CTCF,142.73895,82.16718,1,0
DUSP11,TNFRSF21,163.90644,82.14747,0,0
GOLT1B,CAMSAP2,153.73686,82.14189,0,0
RNF167,TNFRSF21,177.31935,82.12897,0,0
USP14,SMC3,184.84107,82.1213,1,0
TLE3,RFX5,128.74658,82.07932,0,0
TATDN2,EXOSC4,175.47063,82.07819,0,0
ANXA7,AFF1,198.97195,82.06865,0,0
ZNF629,HMGCR,142.6249,82.05313,0,0
SFMBT1,UBQLN2,207.22324,82.05019,0,0
ZNF274,POLG2,135.54127,82.04878,0,0
RHOBTB1,ANXA7,172.09135,82.0345,0,0
UBE2A,PHF2,190.12728,82.00778,0,0
CTCF,PDS5A,168.91112,82.0027,1,0
SCYL3,HMGCR,131.70124,81.99206,0,0
PDS5A,TSPAN3,168.8995,81.99108,0,0
ZNF629,ERCC5,142.54451,81.97274,0,0
VPS26A,SRRM1,162.55039,81.92515,0,0
PARP2,SLC37A4,148.23365,81.92222,0,0
ZMIZ1,SMG7,191.37105,81.8845,0,0
DHX29,CGRRF1,150.91567,81.87791,0,0
DHDDS,TSPAN3,199.48271,81.86593,0,0
MYCBP2,DCUN1D4,159.9236,81.85342,0,0
PKD1,AKAP1,161.24243,81.84609,1,0
CCNF,EVL,219.15513,81.84333,0,0
IGHMBP2,TLE3,121.58759,81.83818,0,0
GABPB1,PIP4K2B,164.54746,81.82855,0,0
MAP4K4,CREB1,140.17021,81.82218,1,0
CAMSAP2,PWP1,173.01574,81.82148,0,0
HEATR1,ECD,172.75452,81.81183,0,0
GRB10,ECD,190.75391,81.79129,0,0
ELAVL1,CASK,185.13742,81.76811,0,1
NMT1,ANXA7,163.77221,81.7568,0,0
ITGAE,INPP1,182.71371,81.73181,0,0
ZNF629,TRIM13,142.29072,81.71895,0,0
NFE2L2,AKAP1,186.31558,81.70513,0,0
MCUR1,CTNNAL1,196.28312,81.68138,0,0
SLC11A2,BECN1,156.62577,81.66286,1,0
TM9SF3,SLC35B1,156.39087,81.65165,1,0
EFCAB14,TRIM13,143.57452,81.64168,0,0
TM9SF3,TMED10,156.57522,81.63736,1,0
ATP5S,DNMT1,192.48329,81.62771,0,0
DHRS7,SEC24C,192.20135,81.6199,0,0
KIAA0922,PIP4K2B,164.33245,81.61354,0,0
SEC24C,IGF2R,149.85047,81.60874,1,1
PHGDH,MRPL19,137.7974,81.59335,1,0
CYTH1,ENOSF1,165.04274,81.5762,0,0
BAG3,POLD4,117.31457,81.5331,0,0
SLC11A2,KIAA0196,122.44862,81.51243,0,0
BECN1,ANXA7,163.52727,81.51186,1,0
TCERG1,MSH6,174.11924,81.51055,1,0
TNFRSF21,SFMBT1,206.67087,81.49782,0,0
CGRRF1,ERLIN1,125.15606,81.49703,1,0
TXNDC9,ECD,146.20235,81.49227,0,0
EAPP,TMED10,162.57128,81.48786,0,0
CRKL,RRP1B,180.26249,81.48458,0,0
CHIC2,SOX4,186.10238,81.46122,0,0
STXBP1,GFOD1,152.86042,81.4532,0,0
FBXO21,ASAP2,134.13224,81.44848,0,0
MCUR1,POLR2K,120.3623,81.42839,0,0
UFM1,TRIM13,151.42737,81.39333,0,0
PIN1,TLE3,123.25197,81.3818,1,1
VPS26A,AFF1,198.28335,81.38005,0,0
SMC3,PDS5A,184.09508,81.37531,1,1
SLC25A14,ECD,146.3823,81.359,0,0
FBRS,PIP4K2B,164.0717,81.35279,0,0
DCUN1D4,PTEN,159.41539,81.34521,0,0
SGCB,SEC24C,175.85392,81.32848,0,0
TNFRSF21,UBE2L6,163.08664,81.32767,0,0
STXBP1,ATP1B1,152.72806,81.32084,1,0
RAB11FIP2,ELOVL6,176.59153,81.31849,0,0
STK10,TLE3,146.71087,81.26448,0,0
SMC3,ADAM10,183.98117,81.2614,0,0
PAFAH1B1,ELOVL6,123.95482,81.24681,0,0
RAD23B,NOLC1,159.03923,81.24094,1,0
DHX29,EAPP,162.32012,81.2367,0,0
MCUR1,RAB3GAP1,151.63926,81.18471,0,0
KLHL9,SACM1L,207.45825,81.1717,0,0
MCUR1,ELOVL6,123.86955,81.16154,0,0
GOLT1B,UBQLN2,186.79436,81.15204,0,0
PAFAH1B1,RAB3GAP1,151.60382,81.14927,1,0
TMEM5,TNFRSF21,201.72757,81.14499,0,0
NSFL1C,GRHPR,167.4678,81.10357,0,0
SLC25A14,PPP3CA,150.73768,81.07939,0,0
EPB41L2,AGL,192.0524,81.04152,0,0
EIF5,PHF2,125.82692,81.02642,0,0
SLC35B1,TRAP1,154.50656,81.01174,0,0
LBR,TRIM13,128.80428,81.0094,0,0
GOLT1B,KLHDC2,152.58166,80.98669,0,0
DHX29,DDX42,149.9863,80.94854,1,0
TOPBP1,MLLT11,143.35108,80.90697,0,0
RAB21,SLC11A2,180.344,80.9027,0,0
ARID4B,SEC24C,149.14103,80.8993,0,0
SMC3,PRPF4,198.67625,80.89428,0,0
MSH6,KDM5B,173.48617,80.87748,0,0
AARS,TMED10,155.80285,80.86499,0,0
GM2A,TRIM13,128.65893,80.86405,0,0
TNFRSF21,STAT6,164.87259,80.85433,0,0
AKAP1,ADH5,160.22255,80.82621,0,0
RNF167,EAPP,175.98256,80.79218,0,0
PCM1,TNFRSF21,164.82968,80.78199,0,0
ZNF451,TRAP1,141.00796,80.78029,0,0
ELAVL1,DOK4,184.1359,80.76659,0,1
CAMSAP2,DUSP11,158.07023,80.75917,0,0
CYTH1,PAPD7,157.6926,80.75729,0,0
KIAA0100,NR3C1,138.21459,80.74964,0,0
AARS,SLC35B1,154.2406,80.74578,0,0
FPGS,TLE3,120.49122,80.74181,0,0
NARFL,TLE3,138.80711,80.73726,0,0
VAMP7,DDX42,142.20216,80.72433,0,0
SMC3,TOPBP1,183.43985,80.72008,1,0
DNMT1,MYC,201.69078,80.682,1,1
DHX29,ZMIZ1,190.15213,80.66558,0,0
NSFL1C,EAPP,167.01506,80.65083,0,0
PAPD7,VPS26A,161.25924,80.634,0,0
ELAVL1,KLHL9,183.99923,80.62992,0,0
SEC24C,SACM1L,206.91473,80.62818,0,0
CYTH1,CTSV,157.56165,80.62634,0,0
DMTF1,TLE3,145.31363,80.56926,0,0
MAP2K5,NUDT9,159.53178,80.54854,0,0
NR3C1,IDE,147.95089,80.54822,1,1
PCM1,NOLC1,164.58538,80.53769,0,0
UBE2A,ANXA7,188.64453,80.52503,0,0
EIF5,INSIG1,131.60921,80.51244,0,0
SMC1A,ZMIZ1,189.96672,80.48017,1,0
PDHX,ELOVL6,141.11464,80.45672,0,0
PWP1,UBQLN2,186.09489,80.45257,0,0
FANCL,NOLC1,187.94027,80.42556,0,0
CRTAP,SEC24C,148.66714,80.42541,0,0
TXNDC9,CASK,134.00422,80.41621,0,0
POLE2,DNAJB12,230.71611,80.40055,0,0
KDM5A,KDM5B,156.81841,80.39683,1,0
ANXA7,VDAC1,168.56359,80.38024,1,0
TMEM97,ELOVL6,123.07862,80.37061,0,0
CASK,GM2A,118.21289,80.36197,0,0
CHERP,TLE3,120.08826,80.33885,1,1
SMC1A,CAMSAP2,133.4437,80.33044,0,0
MYCBP2,PMM2,199.55112,80.30412,0,0
SNX13,TM9SF3,155.03946,80.30024,0,0
ZNF629,MLLT11,140.86629,80.29452,0,0
AKAP1,HSPA4,181.3674,80.27618,1,1
AKAP1,CETN3,159.66745,80.27111,0,0
NNT,FBXO21,128.02356,80.25019,0,0
MRPS2,PIN1,122.10644,80.23627,1,0
PAPD7,NOLC1,157.99038,80.19209,0,0
MAN2A2,PIP4K2B,162.90771,80.1888,0,0
AKAP1,TNIP1,170.79713,80.18185,0,0
EAPP,OXA1L,161.23287,80.14945,0,0
IGF1R,GM2A,118.00033,80.14941,0,0
IGF1R,LBR,127.39934,80.13797,0,0
GOLT1B,PTEN,151.70852,80.11355,0,0
TXNDC9,USP20,135.26642,80.09959,0,0
NVL,PHF2,141.15091,80.08491,0,0
CSNK2A2,SEC24C,154.56186,80.08361,0,0
TTF1,TEX10,121.10345,80.07915,0,0
POLR3B,CAMSAP2,119.01814,80.0775,0,0
MBTPS1,TRIM13,127.86125,80.06637,0,0
NFE2L2,ANXA7,184.66692,80.05647,0,0
TLE3,AKT1,119.74837,79.99896,1,0
RTN2,ATP1B1,150.49385,79.98801,0,0
CRKL,USP14,153.28646,79.97522,0,0
SNX6,TNFRSF21,161.70769,79.94872,0,0
ATG3,SEC24C,148.18284,79.94111,1,0
HMGCS1,EBP,123.60686,79.93508,1,0
DCUN1D4,UBQLN2,185.56631,79.92399,0,0
MRPL19,CASK,136.12416,79.92011,1,0
GAA,SEC24C,148.14929,79.90756,0,0
TM9SF3,CCP110,166.26176,79.89105,0,0
HEATR1,PHF2,170.80775,79.86506,0,0
TLE3,UBE2J1,119.55662,79.80721,0,0
FAM162A,MPC2,123.18203,79.79111,1,0
AARS,VDAC1,167.96438,79.78103,0,0
SMC3,FAM20B,182.4751,79.75533,0,0
MRPL19,CAMSAP2,135.9383,79.73425,0,0
CYTH1,UVRAG,156.66046,79.72515,0,0
MYCBP2,MSH6,172.3263,79.71761,0,0
DCUN1D4,TLE3,157.77648,79.7063,0,0
RFX5,SEC24C,147.9456,79.70387,0,0
GNPDA1,TNFRSF21,181.52755,79.698,0,0
PCM1,AKAP1,163.74118,79.69349,0,0
ATG3,SMYD3,134.76993,79.68486,0,0
PPP4R1,VPS72,156.63921,79.67253,0,0
RAB21,AKAP1,179.08575,79.64445,0,0
TNFRSF21,TIMM22,161.37882,79.61985,0,0
TNFAIP1,CAMSAP2,125.59954,79.60938,0,0
ERCC5,PMM2,198.84627,79.59927,0,0
CASK,ASAP2,132.2662,79.58244,0,0
SEC24C,TIMM22,160.83489,79.57422,0,0
TLE3,AMDHD2,121.44416,79.56376,0,0
USP14,PIP4K2B,162.20901,79.4901,0,0
MCUR1,LBR,126.72973,79.46836,0,0
NSFL1C,TNFRSF21,165.83029,79.46606,0,0
DHX8,ZBTB24,173.90656,79.45899,0,0
CTNNAL1,TNFRSF21,194.05933,79.45759,0,0
TM9SF3,ADCY9,154.19004,79.45082,0,0
ECD,HSD17B11,144.15872,79.44864,0,0
MYCBP2,GOLT1B,151.04278,79.44781,1,0
NVL,TLK2,140.49948,79.43348,0,0
MYCBP2,TXNDC9,141.28652,79.43244,0,0
MCUR1,ASAP2,132.05588,79.37212,0,0
SLC35B1,VPS72,156.33714,79.37046,0,0
USP14,PHF2,152.67826,79.36702,0,0
STX4,CYTH1,156.29875,79.36344,0,0
ANXA7,PTPN1,176.81478,79.35865,0,0
RAD51C,PYCR1,149.29549,79.35227,1,0
PRPF4,SEC24C,197.12928,79.34731,0,0
SFMBT1,KLHL9,204.49851,79.32546,0,0
PPP4R1,PHF2,124.47322,79.3232,0,0
EIF1B,POLR2K,119.58156,79.32308,1,0
CTNNAL1,KLHL9,193.89263,79.29089,0,0
CIAPIN1,KLHDC2,150.26126,79.28379,0,0
ALMS1,KDM5B,138.89746,79.26664,0,0
ZMIZ1,TMCO1,197.68521,79.25791,0,0
CPNE3,CAMSAP2,128.44702,79.25606,0,0
SLC11A2,SACM1L,205.52868,79.24213,0,0
DHX29,PDHX,148.2787,79.24094,0,0
SLC11A2,LBR,126.50108,79.23971,0,0
XPNPEP1,TARS,157.64042,79.22992,1,0
GABPB1,ZBTB24,159.47598,79.22754,1,0
NVL,GPATCH8,140.28291,79.21691,0,0
LBR,CASK,126.46631,79.20494,0,0
ZMIZ1,NFIL3,194.26503,79.18496,0,0
SCYL3,MYCBP2,141.02803,79.17395,0,0
TM9SF3,CETN3,153.91174,79.17252,0,0
RRP1B,KLHDC2,177.94277,79.16486,0,0
TLE3,NT5DC2,118.91033,79.16092,0,0
CHIC2,TNFRSF21,183.78857,79.14741,0,0
DHX29,SMC3,181.84046,79.12069,1,0
TMEM109,ANXA7,174.00036,79.10353,0,0
NFE2L2,MYC,200.10335,79.09457,1,1
AARS,TXNDC9,138.81219,79.08259,0,0
BAZ1B,KAT6A,193.22664,79.07976,1,0
VAMP7,EAPP,160.151,79.06758,0,0
MYCBP2,SLC25A14,144.08711,79.06381,0,0
ECD,LBR,143.76049,79.05041,0,0
AKAP1,PDS5A,165.95836,79.04994,0,0
NISCH,PAPD7,118.13664,79.03593,0,0
SLC11A2,VAMP7,140.50856,79.03073,0,0
SMC3,DCUN1D4,181.72712,79.00735,0,0
MCUR1,GABPB1,159.25216,79.00372,0,0
GABPB1,MYC,200.00963,79.00085,1,0
PDHX,MPC2,139.65708,78.99916,1,0
UBE2A,INPP1,187.08588,78.96638,0,0
PPP2R5E,KLHDC2,149.9352,78.95773,0,0
VPS72,CDCA4,203.5736,78.94001,0,0
SNX13,NOLC1,156.68728,78.88899,0,0
HEATR1,PIP4K2B,169.82423,78.88154,0,0
FPGS,VPS28,118.94336,78.86753,0,0
PAFAH1B1,MRPL19,135.06465,78.8606,0,0
TRAM2,KAT6B,240.34637,78.85832,0,0
MYCBP2,CREB1,140.71131,78.85723,1,0
DOK4,RRP1B,177.63219,78.85428,0,0
AKAP1,PANK2,193.27744,78.82854,0,0
UBQLN2,VDAC1,184.46053,78.81821,1,0
SEC24C,RBM15B,147.05157,78.80984,0,0
G3BP1,TNFRSF21,160.5662,78.80723,0,0
ERCC5,TSKU,130.95115,78.79871,0,0
DHX8,CAMSAP2,173.23803,78.79046,0,0
NUP88,NOLC1,167.10677,78.7875,0,0
GPER1,CD320,175.87031,78.77688,0,0
KLHDC2,DDX10,149.73564,78.75817,0,0
SMC1A,AARS,138.45876,78.72916,1,0
ZNF629,SLC11A2,139.27056,78.69879,0,0
RNPS1,MLLT11,132.31236,78.69379,0,0
EPB41L2,CNOT4,123.85657,78.69125,0,0
DDX49,KLHDC2,149.66263,78.68516,0,0
PCM1,PHF2,162.72255,78.67486,0,0
CTNNAL1,VPS72,193.27514,78.6734,0,0
AKAP8,INPP1,179.64914,78.66724,0,0
TMEM109,TIAM1,173.56136,78.66453,0,0
INPP1,RAD9A,179.63627,78.65437,0,0
ABL1,MBTPS1,117.73096,78.64743,1,0
TSPAN3,RBKS,134.60701,78.60808,0,0
BAZ1B,ATP5S,192.71012,78.56324,0,0
SMC3,LBR,181.28267,78.5629,1,0
TARS,PYCR1,144.23101,78.56165,1,0
ANXA7,CREG1,160.57597,78.56056,0,0
C2CD5,POLR2K,117.49228,78.55837,0,0
HMGCS1,MBTPS1,117.61595,78.53242,1,0
EIF1B,ASAP2,131.19454,78.51078,0,0
USP14,SEC24C,151.81529,78.50405,0,0
SMC1A,NR3C1,131.58663,78.47337,1,1
ECD,GAA,143.18265,78.47257,0,0
KLHDC2,KIAA0753,186.85275,78.46947,0,0
RAB1B,PUF60,159.0447,78.45861,0,0
VPS26A,IGF2R,159.06615,78.44091,1,0
VGLL4,PHF2,137.97466,78.43208,0,0
PPOX,FAM69A,164.41287,78.4172,0,0
SLC36A1,EAPP,159.49638,78.41296,0,0
NR3C1,CREB1,136.76026,78.41223,1,1
RRP1B,NOLC1,177.16232,78.38441,1,0
AARS,RBM15B,138.10521,78.37561,0,0
VPS26A,LBR,158.99171,78.36647,0,0
VGLL4,TRIM13,137.90832,78.36574,0,0
SEC24C,PNP,155.2834,78.36477,0,0
RAE1,ZMIZ1,187.84223,78.35568,0,0
ANXA7,RRP1B,177.1292,78.35129,0,0
PPP3CA,HPRT1,147.95953,78.30124,1,0
UBE4A,ASAP2,130.97248,78.28872,0,0
DNAJA3,ATP5S,181.27467,78.26158,0,0
DHX29,PIP4K2B,160.97894,78.26003,0,0
AARS,ELOVL6,137.98365,78.25405,0,0
HMGCR,ASAP2,130.92371,78.23995,0,0
ZBTB24,POLR2K,117.16937,78.23546,0,0
SEC24C,SCAF8,160.5035,78.20515,1,0
SLC36A1,PTEN,156.16217,78.19984,0,1
HMGCS1,NNT,125.9713,78.19793,0,0
PKD1,VPS28,122.32235,78.19743,0,0
KAT6A,MRPL19,134.38965,78.1856,0,1
PAFAH1B1,PDS5A,165.08743,78.17901,1,0
KIAA0907,KLHDC2,149.14262,78.16515,0,0
STAMBP,TNFRSF21,159.90385,78.14488,0,0
CHIC2,MYC,199.15284,78.14406,1,0
DHX29,VPS26A,158.74585,78.12061,0,0
ITGAE,EXOSC4,171.50098,78.10854,0,0
SPEN,PDS5A,165.00249,78.09407,1,0
AARS,MPC2,137.82006,78.09046,0,0
TSPAN3,EPHB4,188.73798,78.08873,0,0
PCM1,NR3C1,162.13146,78.08377,0,0
CRKL,MSH6,170.68174,78.07305,0,0
FKBP14,ANXA7,179.14455,78.03475,0,0
KDM5A,TCERG1,154.45465,78.03307,1,0
TNIP1,TNFRSF21,168.64084,78.02556,0,0
PKIG,B4GAT1,150.60008,78.02374,0,0
AKAP1,PSMG1,179.70087,78.00329,0,0
ECD,ACBD3,167.67953,78.00016,0,0
APBB2,ZNF131,140.43376,77.98512,1,0
DCUN1D4,HMGCR,156.05114,77.98096,0,0
ZBTB24,RRP1B,176.74828,77.97037,1,0
UBE2A,MPDZ,186.0855,77.966,0,0
CAMSAP2,MBTPS1,117.02912,77.94559,0,0
BECN1,TNFRSF21,159.68856,77.92959,0,0
PHGDH,SCP2,180.30459,77.92099,0,0
RAE1,PIP4K2B,186.35929,77.91989,0,0
CHIC2,ZNF274,182.54896,77.9078,0,0
TM9SF3,SLC36A1,155.86147,77.89914,0,0
PARP2,NT5DC2,144.20107,77.88964,0,0
TOPBP1,KLHDC2,148.86156,77.88409,0,0
SH3BP5,ANXA7,159.88869,77.87328,0,0
TSPAN3,ADH5,156.05907,77.83539,0,0
SCYL3,NOLC1,155.61457,77.81628,0,0
ERCC5,SFMBT1,202.95733,77.78428,0,0
UBE2A,SMC3,185.88908,77.76958,1,0
CREB1,SOX4,173.12519,77.76489,1,0
