feature1,feature2,competing_rmst,competing_interaction_score,string_evidence,biogrid_evidence
NCAPD2,PANK2,267.39314,172.46234,0,0
ZMIZ1,ARHGEF2,295.73679,172.44733,0,0
MYCBP2,IKBKE,391.95448,172.39151,0,0
CD44,TBPL1,262.35099,172.25993,0,0
TP53BP2,CCNA2,253.50447,172.2389,1,0
GNAS,TTF1,298.6273,172.22847,0,0
TIMP2,MEST,252.45665,172.20729,0,0
MTHFD2,TM9SF2,352.14192,172.175,0,0
MTHFD2,USP1,326.55625,172.14839,0,0
DHX29,SLC5A6,332.0338,172.12651,0,0
CCNA2,TOPBP1,246.31662,172.1198,1,0
CD44,EDEM1,262.18185,172.09079,0,0
TSTA3,LRPAP1,334.03891,172.04522,0,0
YBX3,GOLIM4,313.51688,172.03286,0,0
TXLNA,PSIP1,261.08158,172.02348,0,0
JMJD6,H2AFV,307.55446,171.92612,0,0
SEC61A2,ZBTB5,379.43699,171.85642,0,0
STX1A,GOLIM4,333.89028,171.85346,1,0
BIRC5,RAD23B,345.417,171.84785,1,0
MBNL1,BACE2,274.71783,171.82616,0,0
PMAIP1,FAIM,321.91756,171.8235,0,0
RRP12,TES,299.79599,171.78355,0,0
STX1A,KTN1,333.76853,171.73171,0,0
H2AFV,TIMELESS,307.31453,171.68619,0,0
ZMIZ1,CCNF,343.07338,171.65877,0,0
ASCC3,MLLT11,294.08558,171.60375,0,0
GNAS,ZNF629,308.2578,171.58914,0,0
RRP12,CLPX,331.95848,171.57748,0,0
CCNA2,USP6NL,318.08944,171.56935,1,1
LSR,MFSD10,324.97724,171.56888,0,0
CD44,BECN1,309.04091,171.53034,1,0
EPHA2,TUBB6,281.98787,171.522,1,0
CAMSAP2,TUBB6,281.9701,171.50423,0,0
CDC45,EBNA1BP2,270.55858,171.4468,1,0
PXN,PSIP1,260.36528,171.30718,0,0
PANK2,ENTPD6,273.94599,171.27314,0,0
TIMELESS,GOLIM4,312.69879,171.21477,0,0
SEC61A2,CCP110,364.8801,171.21075,1,0
ERCC5,SKIV2L,336.13487,171.11429,0,0
NUDCD3,PYCR1,386.15485,171.06355,0,0
STX1A,ERCC5,336.05851,171.03793,0,0
LHPP,HN1L,247.20665,170.96048,0,0
GABPB1,DLGAP5,233.67099,170.95353,0,0
CD44,LYPLA1,261.03355,170.94249,0,0
BLMH,CNPY3,293.86767,170.94041,0,0
RRP12,PSMD5,306.81461,170.9299,0,0
EML3,PHF2,267.55235,170.92675,0,0
ECHDC1,CCNA2,319.88922,170.88214,0,0
DNTTIP2,BUB1B,299.21749,170.85252,0,0
NUP85,PHF2,267.46325,170.83765,0,0
TPD52L2,MRPS16,259.54965,170.80868,0,0
PSIP1,CDK1,281.45557,170.78192,1,0
IL4R,TEX10,289.04731,170.75562,0,0
TEX10,KIF2C,322.53173,170.74949,1,1
UBE4A,KIF2C,349.83218,170.69349,0,0
ITGAE,HAT1,330.31689,170.5631,0,0
FEZ2,TWF2,298.90903,170.50762,0,0
STX1A,CDKN1A,332.53152,170.4947,0,0
PPP3CA,TUBB6,299.80956,170.49389,1,0
TM9SF3,TIMELESS,260.38247,170.49029,0,0
KDM5B,MLLT11,302.82862,170.45228,1,0
UBE3C,MLLT11,324.44376,170.40398,0,0
KIF2C,USP1,322.18462,170.40238,1,0
GYS1,TBC1D9B,300.46104,170.36787,0,0
KIF2C,UBQLN2,324.41972,170.35043,0,0
TXLNA,PANK2,265.23811,170.30731,0,0
CD44,DHX8,262.61736,170.29576,0,0
LSM6,DUSP14,261.77212,170.27878,0,0
CPSF4,PSIP1,259.26075,170.20265,0,0
NCOA3,CPSF4,351.3549,170.19682,0,0
ENOPH1,MLLT11,292.6658,170.18397,0,0
SCRN1,BACE2,262.93846,170.16729,0,0
YBX3,GATA2,308.156,170.16535,0,0
YBX3,KTN1,316.25649,170.1023,0,0
USP14,CCNA2,230.43099,170.08191,1,0
H2AFV,STX1A,332.08324,170.04642,0,0
TSPAN6,TRIB3,362.36319,170.03481,0,0
MBOAT7,ZER1,310.57017,169.93298,0,0
BIRC5,USP1,343.48466,169.91551,1,0
TM9SF3,BTG3,259.77642,169.88424,0,0
ITGAE,TEX10,329.57616,169.82237,0,0
PARN,ACBD3,260.59187,169.81758,0,0
YKT6,ERLIN1,287.07949,169.80353,0,0
RAD23B,TOP2A,312.0569,169.76733,1,0
PSMD5,KIF20A,358.07601,169.6792,0,0
TBPL1,MELK,262.53066,169.60982,0,0
FAIM,SLC2A6,328.11153,169.60376,0,0
MBOAT7,ANO10,310.2319,169.59471,0,0
TM9SF3,MPZL1,259.39359,169.50141,0,0
TM9SF3,CNPY3,259.37427,169.48209,0,0
PSMD5,CCNA2,305.3378,169.45309,1,0
TIMELESS,SCCPDH,272.1107,169.44494,0,0
EBP,CBR1,233.31118,169.4082,0,0
TNFAIP1,MFSD10,322.72423,169.31587,0,0
ORC1,USP1,295.77505,169.31074,0,0
ZNF629,TUBB6,305.97649,169.30783,0,0
KIF14,TEX10,290.11198,169.26004,0,0
FTSJ1,CASK,238.24119,169.24253,0,0
ECD,MELK,300.09051,169.22102,0,0
RFNG,ZNF768,274.19121,169.19785,0,0
ORC1,EBNA1BP2,247.03402,169.18654,0,0
ITGAE,KIF1BP,343.476,169.17918,0,0
PIK3C2B,SLC2A6,332.33698,169.1522,0,0
PDS5B,TXLNA,355.97287,169.13835,0,0
TOR1A,TUBB6,280.0591,169.12375,0,0
HACD3,CD14,257.61904,169.10513,0,0
CCNA2,SMARCC1,289.666,169.09384,1,0
TES,ENTPD6,271.74405,169.0712,0,0
CDC45,TMCO1,268.16282,169.05104,0,0
DNTTIP2,ARL4C,270.43394,169.0305,0,0
DNTTIP2,TSTA3,331.00964,169.01595,0,0
TSTA3,FAIM,330.92386,168.93017,0,1
ITGAE,NCOA3,350.07364,168.91556,0,0
HDAC6,TSTA3,330.889,168.89531,0,0
NUDCD3,KIF14,290.84236,168.87646,0,0
NUDCD3,KIF2C,320.58998,168.80774,0,0
TXLNA,APBB2,294.99873,168.80376,0,0
PWP1,TUBB6,292.03943,168.80234,0,0
PANK2,ARL4C,268.89881,168.72552,0,0
MSH6,TUBB6,279.15364,168.68777,0,0
TOMM70A,CD14,260.66861,168.68114,0,0
CASC3,MBOAT7,309.3067,168.66951,0,0
GOLT1B,UGP2,245.99524,168.65909,0,0
ASCC3,DUSP14,260.11947,168.62613,0,0
TRAK2,CDK2,383.23189,168.61697,0,0
RRP12,TSN,296.60536,168.59292,0,0
RAI14,STX1A,330.62532,168.5885,0,0
SMNDC1,TOP2A,271.13372,168.53809,0,0
DNTTIP2,MTERF3,269.90876,168.50532,0,0
LYPLA1,DLGAP5,231.19794,168.48048,0,0
ITGAE,RPF1,328.19862,168.44483,0,0
TPD52L2,ZMIZ1,291.71381,168.42435,0,0
RBM6,PHF2,278.08568,168.41973,0,0
C2CD2,BACE2,241.43162,168.40277,1,0
RPF1,MBOAT7,309.01324,168.37605,0,0
ITGAE,ZNF589,328.11467,168.36088,0,0
TCERG1,TTF1,296.36446,168.34753,1,0
NSFL1C,CPSF4,255.519,168.34216,0,0
CDC45,PSIP1,267.43701,168.32523,0,0
ZNF589,FANCA,269.59068,168.28716,0,0
BIRC5,MAD2L1BP,341.81428,168.24513,0,0
VPS72,BACE2,241.2402,168.21135,0,0
TIMELESS,SETDB1,306.97743,168.1976,1,0
ORC1,NUP88,246.02198,168.1745,0,0
USP1,TUBB6,294.62681,168.1625,0,0
MSH6,MLLT11,290.64158,168.15975,0,0
ARHGEF2,BTBD3,335.66903,168.15939,0,0
COASY,ZER1,304.37937,168.14298,0,0
POLE2,ARFIP2,220.27198,168.10519,0,0
MTHFD2,ATMIN,322.51194,168.10408,0,0
MBOAT7,TSN,308.72125,168.08406,0,0
USP6NL,SLC2A6,326.56136,168.05359,0,0
DNTTIP2,FBRS,269.4284,168.02496,0,0
TIMELESS,SEC24C,317.11328,168.02394,0,0
TEX10,CENPE,286.30066,168.00897,0,0
TARS,DLGAP5,230.72318,168.00572,1,0
TIMELESS,USP1,294.45759,167.99328,1,0
ZBTB24,CCNA2,236.30252,167.98278,0,0
ITGAE,RAB3GAP1,334.42705,167.93633,0,0
TBC1D31,ZNF318,261.3063,167.91383,0,0
BACE2,HDAC2,246.13558,167.88339,0,0
KIF2C,CMPK1,319.64665,167.86441,0,0
PSIP1,MLLT11,290.31303,167.8312,0,0
TPD52L2,SMYD3,256.57023,167.82926,0,0
KEAP1,TXLNA,270.21173,167.82642,0,0
CEP55,AKT1,320.29593,167.76775,1,0
MCOLN1,CCNA2,272.26466,167.76613,0,0
MTHFD2,ZW10,361.81605,167.7554,0,0
KTN1,PSRC1,313.90573,167.75154,0,0
TPD52L2,CASK,256.47558,167.73461,0,0
BIRC5,RPF1,341.28019,167.71104,0,0
TSTA3,SDHB,378.92092,167.70289,0,0
TPD52L2,MSH6,263.3114,167.64119,0,0
ANKRD10,ENOSF1,278.61479,167.61974,0,0
SMNDC1,CNPY3,270.20847,167.61284,0,0
ITGAE,PSMD5,327.35919,167.6054,0,0
GNA11,CRELD2,372.26456,167.59416,0,0
CD44,PPP2R3C,271.74344,167.54739,0,0
MBTPS1,SLC2A6,327.80023,167.54483,0,0
TSTA3,RAP1A,329.52493,167.53124,1,0
BIRC5,PSMD5,341.09178,167.52263,0,0
MBNL2,MLLT11,318.91436,167.49317,0,0
CNPY3,PHF2,264.09944,167.47384,0,0
TIMELESS,MBTPS1,327.72625,167.47085,0,0
UBR7,YBX3,295.73651,167.4663,0,0
RPA1,SLC2A6,347.54476,167.45946,0,0
CD44,ATP11B,312.821,167.45853,0,0
CDC45,MCM3,266.56405,167.45227,1,1
DNTTIP2,CNPY3,268.76651,167.36307,0,0
PSIP1,TWF2,278.87917,167.35105,0,0
DNTTIP2,CDK2,268.7149,167.31146,0,0
TM9SF3,BACE2,257.17738,167.2852,1,0
PRPF4,CNPY3,316.66837,167.27904,0,0
HACD3,TPD52L2,255.98449,167.24352,0,0
KIF20A,TEX10,355.61171,167.2149,0,0
YBX3,TGDS,295.46301,167.1928,0,0
BTG3,PSIP1,256.24551,167.18741,0,0
CENPE,PSIP1,273.5496,167.0969,0,0
TTF1,DLGAP5,278.56347,167.09537,0,0
RAI14,CALU,249.85731,167.08755,0,0
UBE3C,MTHFD2,321.4417,167.03384,0,0
ATP11B,TXLNA,312.23677,166.8743,0,0
TEX10,MELK,285.13183,166.84014,0,0
MTHFD2,NIPBL,322.53223,166.81437,0,0
GOLT1B,SCCPDH,269.45616,166.7904,0,0
TPD52L2,GFPT1,255.51735,166.77638,0,0
ZNF586,POLG2,264.56757,166.73723,0,0
MBOAT7,PPP3CA,307.36702,166.72983,0,0
GOLT1B,PJA1,312.7665,166.69401,0,0
TSTA3,TMEM109,328.67635,166.68266,0,0
SCYL3,TIMELESS,245.3766,166.63679,0,0
DLGAP5,TSN,285.84717,166.59295,0,0
BID,TMEM5,301.5397,166.57853,0,0
MARK4,FBRS,248.90521,166.50922,0,0
ATP11B,BUB1B,311.86808,166.50561,0,0
USP22,PYCR1,381.59099,166.49969,0,0
PSIP1,SKIV2L,256.27445,166.49453,0,0
RRP12,SEC24C,315.57979,166.49045,0,0
GOLT1B,USP1,292.93097,166.46666,0,0
DNTTIP2,TIMELESS,267.86655,166.46311,0,0
TIMELESS,LRPAP1,265.0906,166.46171,0,0
GRN,MELK,259.33413,166.41329,0,0
RRP12,FAM20B,294.4012,166.38876,0,0
KTN1,BUB1B,312.52495,166.37076,1,0
KIAA0922,CDK2,313.74144,166.36964,0,0
NR2F6,NOLC1,230.94788,166.32982,0,0
MTHFD2,GNPDA1,320.68362,166.27576,1,0
ECHDC1,CEP55,317.64529,166.2708,0,0
DNTTIP2,C2CD2L,267.65268,166.24924,0,0
PARN,GFPT1,233.48176,166.20709,0,0
TTF1,POLG2,277.67021,166.20211,0,0
PSMD5,PSRC1,302.07545,166.19074,0,0
EXOSC4,GFPT1,226.5776,166.12975,0,0
RPF1,BTG3,289.74716,166.09324,0,0
SEC61A2,NCOA3,348.44265,166.09301,0,0
STMN1,KIF2C,317.8674,166.08516,1,0
POP4,MELK,258.97605,166.05521,0,0
RAB1B,MLLT11,292.16266,166.05098,0,0
NUP88,BACE2,239.07672,166.04787,0,0
LHPP,VPS72,229.5713,166.04506,0,0
MARK4,MBOAT7,306.65708,166.01989,0,0
TP53BP1,TOP2A,263.73007,166.01515,1,0
RRAGA,TUBB6,332.7231,165.99159,0,0
TNFAIP1,CNPY3,308.71057,165.97927,0,0
HAT1,CCNA2,302.25745,165.9565,1,0
YBX3,MAD2L1BP,300.00652,165.90986,0,0
YBX3,PANK2,294.15756,165.88735,0,0
FBXO7,ATF5,379.14907,165.86481,1,1
BIRC5,G3BP1,339.39966,165.83051,0,0
NCAPD2,KDM5A,295.78439,165.80879,0,0
HAT1,TUBB6,302.10856,165.80761,0,0
QRSL1,PMAIP1,315.89108,165.79702,0,0
STX1A,PIK3C2B,328.94721,165.76243,0,0
PCMT1,PMAIP1,315.84015,165.74609,0,0
TM9SF2,IKBKE,385.30034,165.73737,0,0
TXLNA,USP14,223.77188,165.73114,0,0
FEZ2,TUBB6,294.12614,165.72473,0,0
CDC45,MRPS16,264.82964,165.71786,0,0
DNTTIP2,MBOAT7,306.32068,165.68349,0,0
PSRC1,MBTPS1,325.91827,165.66287,0,0
CDC45,RPF1,289.29533,165.64141,0,0
FKBP4,GFPT1,226.07296,165.62511,0,0
EGFR,BACE2,238.64433,165.61548,1,0
PMAIP1,FEZ2,315.70918,165.61512,0,0
SLC5A6,SLC25A46,390.05784,165.56254,1,1
JADE2,CCNF,337.51762,165.55054,0,0
NSFL1C,CCNA2,225.88128,165.5322,0,0
PRPF4,SLC5A6,325.42803,165.52074,0,0
TTF1,CENPE,276.97409,165.50599,0,0
ECHDC1,PMAIP1,315.5637,165.46964,0,0
KIAA0100,YBX3,295.3551,165.46692,0,0
TOR1A,MLLT11,287.91874,165.43691,0,0
DUSP11,ATF5,376.8079,165.40554,0,0
RRP12,ISOC1,343.73694,165.38285,0,0
VAPB,ATF5,366.90143,165.35356,0,0
AKAP8L,ZNF589,309.23978,165.3441,0,0
GRN,BACE2,238.3569,165.32805,1,0
BIRC5,AKT1,338.8774,165.30825,1,0
UFM1,CDK2,318.87749,165.30469,0,0
TIMP2,CNPY3,231.45156,165.29967,0,0
IDE,MLLT11,287.70337,165.22154,0,0
TIMELESS,EBNA1BP2,243.92997,165.20818,0,0
CIRBP,RAD9A,341.17868,165.08515,0,0
STX1A,HERC6,327.10537,165.06855,0,0
TARBP1,TTF1,276.46692,164.99882,0,0
CEP55,ATG3,316.34462,164.97013,0,0
TPD52L2,PSIP1,253.98865,164.93055,0,0
EIF5,CCNF,379.60726,164.91846,0,1
PANK2,CCNA2,259.81828,164.88748,0,0
TPD52L2,CMPK1,272.93208,164.88477,0,0
TCERG1,PSIP1,292.89704,164.88011,1,0
HDAC4,FBRS,224.42818,164.87258,0,0
STX1A,BTBD3,332.37917,164.86953,1,0
BAMBI,MLLT11,331.68898,164.85277,0,0
H2AFV,MELK,300.46515,164.83681,1,0
KIF1BP,MLLT11,339.07884,164.78202,0,0
SLC5A6,WWOX,324.64054,164.73325,0,0
ZNF451,KIF2C,316.51382,164.73158,0,0
MBOAT7,TBC1D9B,305.35034,164.71315,0,0
CCNA2,DALRD3,225.06175,164.71267,0,0
H2AFV,CDK1,300.31598,164.68764,1,0
SLC5A6,FASTKD5,360.06194,164.62767,0,0
CDK2,PPP3CA,293.90759,164.59192,1,0
TUBB6,PJA1,310.64069,164.5682,0,0
ZW10,MLLT11,358.5937,164.53305,0,0
KIF20A,GM2A,352.89416,164.49735,0,0
TJP1,BACE2,322.89575,164.49187,0,0
MTHFD2,TXNDC9,318.88481,164.47695,0,0
TEX10,CDK1,282.71829,164.4266,0,0
TM9SF2,ATF5,364.99111,164.40213,0,0
POLE2,PSIP1,253.44249,164.38439,0,0
RNH1,CDC45,263.49579,164.38401,0,0
TXLNA,BTBD3,331.85945,164.34981,0,0
MTHFD2,KDM5B,318.74169,164.33383,1,0
TOP2A,TLK2,265.10415,164.29661,0,0
STX1A,GFOD1,414.52383,164.27576,0,0
TXLNA,RTCA,266.53481,164.26961,0,0
MBOAT7,SCCPDH,304.896,164.25881,0,0
PAF1,MBOAT7,304.87888,164.24169,0,0
DNM1L,PSIP1,253.28923,164.23113,0,0
MARK4,TSTA3,326.20836,164.21467,0,0
CNPY3,LYN,230.36478,164.21289,0,0
ENOPH1,CCNA2,264.82085,164.17766,0,0
TTF1,SNRPF,287.52021,164.16725,0,0
TSPAN3,MLLT11,286.64779,164.16596,0,0
SLC25A14,PSIP1,253.2161,164.158,0,0
RAB21,SLC5A6,357.41896,164.14656,0,0
ALAS1,MLLT11,286.61647,164.13464,0,0
ATP2C1,MBOAT7,304.75037,164.11318,0,0
STAMBP,MBOAT7,304.7239,164.08671,0,0
BAZ2B,C2CD2L,301.35826,164.06814,0,0
WDR61,ATF5,380.52297,164.04565,0,0
MTHFD2,VPS26A,369.90059,164.00806,0,0
ENOPH1,FANCA,264.64237,163.99918,0,0
HACD3,TUBB6,274.42586,163.95999,0,0
CDK2,NCOA3,345.07384,163.91576,1,0
TTF1,C2CD2L,275.36884,163.90074,0,0
TSTA3,RAB1B,325.82824,163.83455,0,0
RAD23B,MLLT11,306.06646,163.77689,0,0
YBX3,RAB3GAP1,330.26464,163.77392,0,0
KDM5A,KIF2C,315.55189,163.76965,0,0
NCAPD2,USP1,290.23224,163.76793,1,0
TOP2A,TOR1A,274.69075,163.7554,0,0
MBOAT7,HAT1,304.39249,163.7553,0,0
YBX3,PWP1,291.92687,163.65666,0,0
MTHFD2,TMEM109,318.03768,163.62982,1,0
CDC45,MRPS2,264.78882,163.61409,0,0
TM9SF3,POLG2,253.49109,163.59891,0,0
KTN1,CPSF4,309.72273,163.56854,0,0
CCNA2,UBE2L6,235.61743,163.50768,1,0
DNTTIP2,COQ3,264.90773,163.50429,0,0
DNTTIP2,CEP55,314.87029,163.4958,0,0
DHX8,MLLT11,285.97058,163.48875,0,0
EBNA1BP2,ARL4C,263.66197,163.48868,0,0
TIMELESS,MCM3,242.20521,163.48342,1,1
ITGAE,ZNF451,323.22773,163.47394,0,0
TM9SF3,MLLT11,285.94452,163.46269,0,0
TRAPPC3,ITGAE,323.16309,163.4093,0,0
MTHFD2,RNMT,321.1568,163.40896,0,0
CEP55,SCCPDH,314.77735,163.40286,0,0
RPF1,TUBB6,287.04449,163.39057,0,0
UBR7,TWF2,286.45226,163.38528,0,0
TSTA3,H2AFV,325.36864,163.37495,0,0
TXLNA,WDTC1,337.44832,163.337,0,0
CD44,USP14,253.3562,163.26514,0,0
CNPY3,ADO,254.67432,163.26175,0,0
TRAPPC3,TSTA3,325.25226,163.25857,0,0
RAP1A,BUB1B,310.96684,163.19827,0,0
GNAS,RBM15B,324.19315,163.18923,0,0
ANKRD10,PHF2,274.17448,163.17943,0,0
CD44,CASK,253.21319,163.12213,0,0
MCOLN1,CPSF4,267.58906,163.09053,0,0
SCYL3,DLGAP5,241.82774,163.08793,0,0
TTF1,SKIV2L,274.53241,163.06431,0,0
CNPY3,TMCO1,229.20361,163.05172,0,0
BTBD3,CCNF,334.43972,163.02511,0,0
HACD3,GOLT1B,251.53387,163.01996,0,0
TIMELESS,ASCC3,252.3535,162.99546,0,0
CNPY3,FADD,229.14031,162.98842,0,0
PAFAH1B1,YBX3,334.47454,162.98784,0,0
PSMD10,HACD1,287.45442,162.9726,0,0
CNPY3,ENOPH1,263.59833,162.95514,0,0
MTHFD2,PCMT1,317.36115,162.95329,0,0
KIF20A,CLPX,351.34061,162.9438,0,0
TEX10,GTF2E2,281.21281,162.92112,0,0
CASC3,CDK2,262.38645,162.91597,0,0
GOLT1B,YME1L1,332.56509,162.88389,1,0
TIMELESS,RAB1B,288.98661,162.87493,0,0
TIMP2,BACE2,235.88535,162.8565,0,0
H2AFV,BUB1B,298.48155,162.85321,1,0
SLC2A6,SPRED2,325.72427,162.81333,0,0
LRRC40,CCNF,343.87568,162.81026,0,0
ATP2C1,MTHFD2,317.20779,162.79993,0,0
MTHFD2,MBTPS1,322.9867,162.7313,0,0
YBX3,PSIP1,290.9876,162.71739,0,0
ATP11B,CCNF,334.12912,162.71451,0,0
BACE2,PLSCR1,235.74044,162.71159,1,0
MARK4,PSRC1,272.67694,162.68609,1,0
PSMD5,TSTA3,324.65333,162.65964,0,0
ZNF318,BACE2,256.0466,162.65413,0,0
RAB1B,TUBB6,288.74845,162.63677,0,0
TXLNA,CLPX,322.99411,162.61311,0,0
TSTA3,SORBS3,324.59408,162.60039,0,0
GNAS,SACM1L,306.36767,162.5927,0,0
RAB3GAP1,CEP55,329.07489,162.58417,0,0
STX1A,FBXL12,324.60282,162.566,0,0
CNPY3,FEZ2,290.95878,162.55737,0,0
RFC2,GFPT1,222.99863,162.55078,0,0
TM9SF3,YKT6,253.22407,162.4957,0,0
KIF2C,BAG3,316.12621,162.49089,0,0
PRCP,MLLT11,367.4713,162.47267,0,0
C2CD2L,PHF2,259.05223,162.42663,0,0
CASC3,POLG2,261.84153,162.37105,0,0
SYPL1,TSTA3,356.93417,162.34671,0,0
POLE2,THAP11,268.60566,162.32969,0,0
RRP12,CMPK1,290.32063,162.30819,0,0
RRP12,RAB3GAP1,328.7709,162.28018,0,0
HTATSF1,SLC5A6,322.1841,162.27681,0,0
RPA2,ARL4C,287.91107,162.24932,0,0
USP14,DUSP14,253.69442,162.20108,0,0
KDM5A,MBOAT7,302.79418,162.15699,0,0
ECD,CEP55,313.51228,162.13779,0,0
RAB31,ARL4C,262.30804,162.13475,0,0
PRPF4,MELK,311.50066,162.11133,0,0
FBRS,PHF2,258.73295,162.10735,1,0
TIMELESS,ADO,253.4962,162.08363,0,0
CIRBP,KIAA0907,338.1689,162.07537,0,0
PNKP,ATP5S,337.63531,162.07434,0,0
CDC45,PANK2,261.18399,162.07221,0,0
PMAIP1,USP1,312.12572,162.03166,0,0
GFPT1,MLLT11,284.49783,162.016,0,0
LASP1,PLP2,276.77559,162.01111,0,0
ZBTB24,BACE2,235.01393,161.98508,0,0
IL4R,GRB10,352.60554,161.98317,1,1
FCHO1,ERCC5,326.98932,161.96874,0,0
TRAM2,PSIP1,251.00739,161.94929,0,0
HMGCS1,MLLT11,370.24617,161.94179,0,0
H2AFV,CRELD2,316.29178,161.92763,0,0
TM9SF3,CEP55,313.27534,161.90085,0,0
TCERG1,KIAA0922,309.26632,161.89452,0,0
CD44,RTCA,264.14955,161.88435,0,0
GNAS,H2AFV,297.48063,161.85229,0,0
SMNDC1,CCNA2,264.4479,161.85227,0,0
SENP5,CCNA2,222.16615,161.81707,1,0
PLP2,FEZ2,290.21556,161.81415,0,0
RNMT,CEP55,319.55748,161.80964,0,0
GRB10,STX1A,352.40178,161.77941,0,0
SMC1A,CEP55,313.14521,161.77072,0,0
DNTTIP2,GOLT1B,263.15943,161.75599,0,0
RPF1,CEP55,313.11964,161.74515,0,0
CD44,TXNDC9,251.83586,161.7448,0,0
EDEM1,CCNA2,222.07082,161.72174,0,0
TPD52L2,RAB1B,287.80662,161.69494,1,0
DNTTIP2,KIF2C,313.46467,161.68243,0,0
USP1,BACE2,288.134,161.66969,0,0
STUB1,TSTA3,341.86679,161.65134,1,0
GRN,MLLT11,284.13021,161.64838,0,0
KIF2C,MBNL1,313.42591,161.64367,0,0
DNTTIP2,PMAIP1,311.6871,161.59304,0,0
CCNA2,LYN,221.91004,161.56096,1,0
KIAA1033,CENPE,268.01054,161.55784,0,0
PPIF,GNPDA1,287.83135,161.46996,0,0
SMC3,TIMELESS,329.52137,161.45749,1,0
HACD1,FAM57A,285.93304,161.45122,0,0
STX1A,DYNLT3,323.47437,161.43755,0,0
GRN,ARL4C,261.60054,161.42725,0,0
UBR7,ITGAE,321.18093,161.42714,0,0
MTHFD2,USP6NL,315.82159,161.41373,0,0
PRPF4,TUBB6,310.77994,161.39061,0,0
JMJD6,PSIP1,250.42838,161.37028,0,0
PPP2R3C,DLGAP5,265.55991,161.36386,0,0
KIF14,FAM3C,282.18943,161.33749,0,0
CIRBP,STX4,337.40873,161.3152,0,0
GMNN,KIF2C,313.07183,161.28959,1,0
MCOLN1,CCNB2,341.78893,161.27326,0,0
YKT6,LSM6,252.01515,161.2256,1,0
CD58,MTERF3,238.57772,161.20739,0,0
PCMT1,TUBB6,277.07787,161.20635,0,0
ITGAE,ATP5S,336.72799,161.16702,0,0
YKT6,PJA1,307.20698,161.13449,0,0
TBPL1,DLGAP5,250.89933,161.10304,0,0
TTF1,BACE2,272.54667,161.07857,0,0
CGRRF1,LAGE3,358.31334,161.07632,0,0
GDPD5,PSIP1,252.1825,161.07052,0,0
ALMS1,KIF14,346.09382,160.99441,1,1
LASP1,MELK,264.81103,160.98908,0,0
MTHFD2,ARPP19,387.78481,160.96695,0,0
PSMD5,PMAIP1,311.0546,160.96054,0,0
C2CD5,C2CD2L,271.41706,160.91107,0,0
PRPF4,CEP55,312.27139,160.8969,0,0
MTHFD2,ENOPH1,315.29886,160.891,1,0
PEPD,MRPL12,315.57619,160.87382,0,0
PANK2,DLGAP5,255.79224,160.86144,0,0
NGRN,ARL4C,261.01728,160.84399,0,0
CRKL,PPIF,275.36437,160.81351,0,0
KIF20A,LSM6,349.20835,160.81154,1,0
RAI14,BACE2,243.58057,160.81081,0,0
CD44,YME1L1,330.42098,160.73978,0,0
PSMD5,TBC1D31,296.61432,160.72961,0,0
BLMH,MTERF3,283.65268,160.72542,0,0
STX1A,SPRED2,323.62422,160.71328,0,0
KIAA0100,TUBB6,290.59418,160.706,0,0
SPRED2,MLLT11,323.60462,160.69368,0,0
IGHMBP2,ZNF318,254.07275,160.68028,0,0
GABPB1,CCNA2,221.02631,160.67723,0,0
ITGAE,SMNDC1,320.37844,160.62465,0,0
CENPE,PHF2,267.07243,160.61973,0,0
HEATR1,CCNA2,220.89779,160.54871,0,0
MARK4,INTS3,272.93908,160.54418,0,0
FDFT1,ATF5,361.12343,160.53445,0,0
UBR7,POLE2,283.60035,160.53337,1,0
TSTA3,TBC1D9B,322.52424,160.53055,0,0
AKAP1,ATF5,372.05203,160.52227,0,0
BLMH,TUBB6,283.44652,160.51926,0,0
RRP12,ZNF451,288.51862,160.50618,0,0
PSRC1,SFMBT1,273.15535,160.49567,0,0
CCNF,ABCF1,331.90296,160.48835,0,1
MTHFD2,SCCPDH,314.8839,160.47604,0,0
TJP1,TCERG1,318.86311,160.45923,1,0
AARS,GFPT1,220.90492,160.45707,1,0
ATP11B,SLC5A6,320.36093,160.45364,0,0
STX1A,PPP3CA,322.47564,160.43882,0,0
RNH1,CPSF4,247.56709,160.39025,0,0
TMED10,TUBB6,303.5721,160.35969,0,0
CEP55,HDAC2,311.72043,160.34594,0,0
TSTA3,FEZ2,322.30029,160.3066,0,0
PDS5A,MBOAT7,300.94036,160.30317,0,0
NCAPD2,H2AFV,295.90241,160.27407,0,0
FAM20B,TUBB6,285.49566,160.2646,0,0
VPS26A,ATF5,366.15607,160.26354,0,0
CD44,TIMP2,250.33255,160.24149,1,0
YKT6,MSH6,255.87056,160.20035,0,0
STAMBP,MLLT11,285.84866,160.18643,0,0
TSTA3,MAD2L1BP,322.16647,160.17278,0,0
ENTPD6,GFPT1,262.82133,160.14848,0,0
YME1L1,PMAIP1,329.77532,160.09412,0,0
TNFAIP1,ARL4C,302.79651,160.06521,0,0
RPF1,MELK,283.68884,160.03492,0,0
TGDS,BUB1B,288.39596,160.03099,0,0
PSMD5,KIF2C,311.75294,159.9707,0,0
MRPS16,MLLT11,282.44317,159.96134,0,0
CBR1,NR2F6,223.85973,159.95675,0,0
ITGAE,SLC25A46,384.43122,159.93592,0,0
